No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,,,
4848,TRD2022082703627,Binong,15811,Colo,59353,3,6,SIUNT,,,
4849,TRD2022082703502,Binong,15811,Dapur Kejambon,61419,2,3,SIUNT,,,
4850,TRD2022082703663,Binong,15811,Darat Sekip,78117,3,5,SIUNT,,,
4851,TRD2022082703437,Binong,15811,Debong Lor,52115,2,3,SIUNT,,,
4852,TRD2022082703629,Binong,15811,Doko,66186,3,6,SIUNT,,,
4853,TRD2022082703631,Binong,15811,Dolok Saribu Bangun,21157,5,9,SIUNT,,,
4854,TRD2022082703415,Binong,15811,DR. Soetomo,60264,1,2,SIUNT,,,
4855,TRD2022082703525,Binong,15811,Duren Sawit,13440,1,2,SIUNT,,,
4856,TRD2022082703503,Binong,15811,Duri Kepa,11510,1,2,SIUNT,,,
4857,TRD2022082703534,Binong,15811,Engkadik/Enkadik Pade,79365,9,12,SIUNT,,,
4858,TRD2022082703421,Binong,15811,Fatubenao,85718,5,8,SIUNT,,,
4859,TRD2022082703580,Binong,15811,Gaharu,20235,1,3,SIUNT,,,
4860,TRD2022082703578,Binong,15811,Gamalama,97721,2,4,SIUNT,,,
4861,TRD2022082703620,Binong,15811,Geger Kalong,40153,1,2,SIUNT,,,
4862,TRD2022082703409,Binong,15811,Girian Atas,95544,5,8,SIUNT,,,
4863,TRD2022082703657,Binong,15811,Grobogan,61475,3,6,SIUNT,,,
4864,TRD2022082703684,Binong,15811,Gumpang,57169,3,6,SIUNT,,,
4865,TRD2022082703474,Binong,15811,Gunung Tinggi,20353,5,9,SIUNT,,,
4866,TRD2022082703571,Binong,15811,Hambala,87112,5,8,SIUNT,,,
4867,TRD2022082703493,Binong,15811,Jaka Mulya,17146,1,2,SIUNT,,,
4868,TRD2022082703441,Binong,15811,Jaka Mulya,17146,1,2,SIUNT,,,
4869,TRD2022082703561,Binong,15811,Jati,66154,3,6,SIUNT,,,
4870,TRD2022082703638,Binong,15811,Jatibening,17412,1,2,SIUNT,,,
4871,TRD2022082703434,Binong,15811,Jatibening,17412,1,2,SIUNT,,,
4872,TRD2022082703654,Binong,15811,Jatikarya,17435,1,2,SIUNT,,,
4873,TRD2022082703419,Binong,15811,Jatikarya,17435,1,2,SIUNT,,,
4874,TRD2022082703408,Binong,15811,Jatisari,40238,1,2,SIUNT,,,
4875,TRD2022082703498,Binong,15811,Kabil,29467,1,2,SIUNT,,,
4876,TRD2022082703697,Binong,15811,Kadoodan,95513,7,10,SIUNT,,,
4877,TRD2022082703608,Binong,15811,Kalimojosari,51191,3,6,SIUNT,,,
4878,TRD2022082703613,Binong,15811,Kampung Jawa,95433,7,10,SIUNT,,,
4879,TRD2022082703716,Binong,15811,Kapas,94562,11,13,SIUNT,,,
4880,TRD2022082703634,Binong,15811,Kaplonganlor,45283,3,6,SIUNT,,,
4881,TRD2022082703692,Binong,15811,Karang Baru,83123,4,5,SIUNT,,,
4882,TRD2022082703558,Binong,15811,Karangbong,61254,1,2,SIUNT,,,
4883,TRD2022082703733,Binong,15811,Karangkedawang,61361,1,2,SIUNT,,,
4884,TRD2022082703517,Binong,15811,Karangsari,52253,2,3,SIUNT,,,
4885,TRD2022082703452,Binong,15811,Karangsari,44177,3,6,SIUNT,,,
4886,TRD2022082703459,Binong,15811,Karawaci,15115,1,2,SIUNT,,,
4887,TRD2022082703696,Binong,15811,Karya Mukti,30681,3,6,SIUNT,,,
4888,TRD2022082703510,Binong,15811,Kastura,93563,11,13,SIUNT,,,
4889,TRD2022082703486,Binong,15811,Kayu Putih,85228,3,5,SIUNT,,,
4890,TRD2022082703566,Binong,15811,Kebon Bawang,14320,1,2,SIUNT,,,
4891,TRD2022082703606,Binong,15811,Kebon Bawang,14320,1,2,SIUNT,,,
4892,TRD2022082703522,Binong,15811,Kebon Jeruk,40172,1,2,SIUNT,,,
4893,TRD2022082703628,Binong,15811,Kebun Bunga,30151,1,2,SIUNT,,,
4894,TRD2022082703581,Binong,15811,Kedunggempol,61382,1,2,SIUNT,,,
4895,TRD2022082703531,Binong,15811,Kedungwuni Timur,51173,3,6,SIUNT,,,
4896,TRD2022082703632,Binong,15811,Kedungwuni Timur,51173,3,6,SIUNT,,,
4897,TRD2022082703553,Binong,15811,Kelapa Gading Barat,14240,1,2,SIUNT,,,
4898,TRD2022082703520,Binong,15811,Kelapa Gading Barat,14240,1,2,SIUNT,,,
4899,TRD2022082703564,Binong,15811,Kertarahayu,41356,2,3,SIUNT,,,
4900,TRD2022082703611,Binong,15811,Keteguhan,35235,1,2,SIUNT,,,
4901,TRD2022082703618,Binong,15811,Kuanino,85119,3,5,SIUNT,,,
4902,TRD2022082703533,Binong,15811,Kuanino,85119,3,5,SIUNT,,,
4903,TRD2022082703689,Binong,15811,Lancang Kuning,29152,12,15,SIUNT,,,
4904,TRD2022082703616,Binong,15811,Lariang,91571,5,7,SIUNT,,,
4905,TRD2022082703674,Binong,15811,Lekik,85982,12,15,SIUNT,,,
4906,TRD2022082703487,Binong,15811,Lele,94973,9,11,SIUNT,,,
4907,TRD2022082703479,Binong,15811,Lele,94973,9,11,SIUNT,,,
4908,TRD2022082703644,Binong,15811,Lengkong Karya,15310,1,2,SIUNT,,,
4909,TRD2022082703435,Binong,15811,Lengkong Karya,15310,1,2,SIUNT,,,
4910,TRD2022082703719,Binong,15811,Leok 1,94573,9,11,SIUNT,,,
4911,TRD2022082703675,Binong,15811,Lestari,21211,6,9,SIUNT,,,
4912,TRD2022082703579,Binong,15811,Lhok Gajah,23766,3,7,SIUNT,,,
4913,TRD2022082703637,Binong,15811,Liluwo,96138,3,4,SIUNT,,,
4914,TRD2022082703623,Binong,15811,Lingkar Selatan,40114,1,2,SIUNT,,,
4915,TRD2022082703445,Binong,15811,Lubuk Basung,26451,4,7,SIUNT,,,
4916,TRD2022082703516,Binong,15811,Mangga,20141,1,3,SIUNT,,,
4917,TRD2022082703456,Binong,15811,Mangsang (Mangsa),29437,1,2,SIUNT,,,
4918,TRD2022082703687,Binong,15811,Manjung,57615,2,3,SIUNT,,,
4919,TRD2022082703427,Binong,15811,Marantutul,97464,5,7,SIUNT,,,
4920,TRD2022082703496,Binong,15811,Mareje Timur,83364,7,10,SIUNT,,,
4921,TRD2022082703711,Binong,15811,Margahayu,46197,3,6,SIUNT,,,
4922,TRD2022082703413,Binong,15811,Margajaya,16116,1,2,SIUNT,,,
4923,TRD2022082703590,Binong,15811,Marsangap,22384,7,11,SIUNT,,,
4924,TRD2022082703690,Binong,15811,Mattoangin,90561,7,9,SIUNT,,,
4925,TRD2022082703536,Binong,15811,Mattoangin,90224,2,3,SIUNT,,,
4926,TRD2022082703433,Binong,15811,Mattoangin,90224,2,3,SIUNT,,,
4927,TRD2022082703647,Binong,15811,Mattoangin,90561,7,9,SIUNT,,,
4928,TRD2022082703556,Binong,15811,Mekar Baru,78391,6,8,SIUNT,,,
4929,TRD2022082703680,Binong,15811,Meral Kota,29664,12,15,SIUNT,,,
4930,TRD2022082703501,Binong,15811,Mororejo,67177,2,3,SIUNT,,,
4931,TRD2022082703685,Binong,15811,Mustika,72272,9,12,SIUNT,,,
4932,TRD2022082703584,Binong,15811,Mutih Wetan,59554,3,6,SIUNT,,,
4933,TRD2022082703679,Binong,15811,Namu Gajah,20136,1,3,SIUNT,,,
4934,TRD2022082703497,Binong,15811,Nenang,76141,5,8,SIUNT,,,
4935,TRD2022082703524,Binong,15811,Ngalas,57425,2,3,SIUNT,,,
4936,TRD2022082703444,Binong,15811,Ngelom,61257,1,2,SIUNT,,,
4937,TRD2022082703587,Binong,15811,Nogotirto,55264,1,2,SIUNT,,,
4938,TRD2022082703492,Binong,15811,Nusaniwe I,97117,2,3,SIUNT,,,
4939,TRD2022082703521,Binong,15811,Nyiin,79357,9,12,SIUNT,,,
4940,TRD2022082703625,Binong,15811,Nyur Lembang,83371,7,10,SIUNT,,,
4941,TRD2022082703636,Binong,15811,Pa Batang,90131,2,3,SIUNT,,,
4942,TRD2022082703562,Binong,15811,Padang Bindu,31626,5,8,SIUNT,,,
4943,TRD2022082703602,Binong,15811,Pagergunung,56272,3,6,SIUNT,,,
4944,TRD2022082703643,Binong,15811,Pagutan,83117,4,5,SIUNT,,,
4945,TRD2022082703537,Binong,15811,Pancuran Kerambil,22531,4,7,SIUNT,,,
4946,TRD2022082703700,Binong,15811,Pangkalan Kerinci Barat,28654,7,11,SIUNT,,,
4947,TRD2022082703599,Binong,15811,Pangkalan Petal,29432,1,2,SIUNT,,,
4948,TRD2022082703416,Binong,15811,Pangururan III,22383,5,9,SIUNT,,,
4949,TRD2022082703563,Binong,15811,Panjer,80113,1,3,SIUNT,,,
4950,TRD2022082703609,Binong,15811,Panti,26352,5,9,SIUNT,,,
4951,TRD2022082703430,Binong,15811,Parakanhonje,46187,3,6,SIUNT,,,
4952,TRD2022082703610,Binong,15811,Parbuluan II,22282,5,9,SIUNT,,,
4953,TRD2022082703661,Binong,15811,Pasawahan,44151,3,6,SIUNT,,,
4954,TRD2022082703722,Binong,15811,Pasie Laweh,26191,5,9,SIUNT,,,
4955,TRD2022082703705,Binong,15811,Patam Lestari,29427,1,2,SIUNT,,,
4956,TRD2022082703670,Binong,15811,Patam Lestari,29427,1,2,SIUNT,,,
4957,TRD2022082703504,Binong,15811,Pekuwon,54363,3,6,SIUNT,,,
4958,TRD2022082703560,Binong,15811,Pelita Jaya,31611,2,4,SIUNT,,,
4959,TRD2022082703707,Binong,15811,Pematang Pudu,28784,5,9,SIUNT,,,
4960,TRD2022082703612,Binong,15811,Pematang Pudu,28784,5,9,SIUNT,,,
4961,TRD2022082703511,Binong,15811,Penkase Oeleta,85231,3,5,SIUNT,,,
4962,TRD2022082703465,Binong,15811,Perdamaian,24475,3,5,SIUNT,,,
4963,TRD2022082703458,Binong,15811,Perhentianmarpoyan,28125,1,3,SIUNT,,,
4964,TRD2022082703527,Binong,15811,Perhentianmarpoyan,28125,1,3,SIUNT,,,
4965,TRD2022082703411,Binong,15811,Perhentianmarpoyan,28125,1,3,SIUNT,,,
4966,TRD2022082703557,Binong,15811,Perkebunan Tanah Datar,21254,5,9,SIUNT,,,
4967,TRD2022082703490,Binong,15811,Peropa,93792,11,13,SIUNT,,,
4968,TRD2022082703513,Binong,15811,Peta,91959,5,7,SIUNT,,,
4969,TRD2022082703512,Binong,15811,Pojok,66272,3,6,SIUNT,,,
4970,TRD2022082703650,Binong,15811,Pompengan,91951,7,9,SIUNT,,,
4971,TRD2022082703588,Binong,15811,Puhu,80572,5,9,SIUNT,,,
4972,TRD2022082703535,Binong,15811,Pulau Harapan,92616,5,7,SIUNT,,,
4973,TRD2022082703528,Binong,15811,Pulau Harapan,92616,5,7,SIUNT,,,
4974,TRD2022082703645,Binong,15811,Pulo Blang,24454,3,6,SIUNT,,,
4975,TRD2022082703429,Binong,15811,Ragajaya,16920,1,2,SIUNT,,,
4976,TRD2022082703660,Binong,15811,Ranai Darat,29783,12,15,SIUNT,,,
4977,TRD2022082703463,Binong,15811,Rancamanyar,40375,1,2,SIUNT,,,
4978,TRD2022082703662,Binong,15811,Rancamanyar,40375,1,2,SIUNT,,,
4979,TRD2022082703422,Binong,15811,Rangkapanjaya,16435,1,2,SIUNT,,,
4980,TRD2022082703653,Binong,15811,Ranotana,95116,1,3,SIUNT,,,
4981,TRD2022082703526,Binong,15811,Rapak Lambur,75511,5,8,SIUNT,,,
4982,TRD2022082703730,Binong,15811,Rapak Lambur,75511,5,8,SIUNT,,,
4983,TRD2022082703575,Binong,15811,Rawa Sari,36125,2,3,SIUNT,,,
4984,TRD2022082703460,Binong,15811,Rawa Sari,36125,2,3,SIUNT,,,
4985,TRD2022082703426,Binong,15811,Rhee Loka,84352,7,10,SIUNT,,,
4986,TRD2022082703555,Binong,15811,Rulung Herok/Helok,35362,4,5,SIUNT,,,
4987,TRD2022082703622,Binong,15811,Rungkut Tengah,60293,1,2,SIUNT,,,
4988,TRD2022082703592,Binong,15811,Salok Api Laut,75271,7,10,SIUNT,,,
4989,TRD2022082703641,Binong,15811,Sandangan Satu,95691,7,10,SIUNT,,,
4990,TRD2022082703713,Binong,15811,Sario Kotabaru,95115,1,3,SIUNT,,,
4991,TRD2022082703565,Binong,15811,Sario Kotabaru,95115,1,3,SIUNT,,,
4992,TRD2022082703440,Binong,15811,Satriamekar,17510,1,2,SIUNT,,,
4993,TRD2022082703596,Binong,15811,Sebemban,78564,7,10,SIUNT,,,
4994,TRD2022082703438,Binong,15811,Sebesi (Sei Sebesi),29662,5,9,SIUNT,,,
4995,TRD2022082703593,Binong,15811,Sei/Sungai Durian,26219,5,9,SIUNT,,,
4996,TRD2022082703455,Binong,15811,Semayang,78553,7,10,SIUNT,,,
4997,TRD2022082703468,Binong,15811,Sengkol,83573,7,10,SIUNT,,,
4998,TRD2022082703499,Binong,15811,Setiamekar,17111,1,2,SIUNT,,,
4999,TRD2022082703507,Binong,15811,Setono Gedong,64129,1,2,SIUNT,,,
5000,TRD2022082703471,Binong,15811,Seuneubok Pangou,24458,3,6,SIUNT,,,
5001,TRD2022082703518,Binong,15811,Simpang Beringin,28383,7,11,SIUNT,,,
5002,TRD2022082703597,Binong,15811,Sinarrancang,45173,1,2,SIUNT,,,
5003,TRD2022082703532,Binong,15811,Sirangkap,22912,5,9,SIUNT,,,
5004,TRD2022082703442,Binong,15811,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
5005,TRD2022082703569,Binong,15811,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
5006,TRD2022082703735,Binong,15811,So E (Soe),85519,5,8,SIUNT,,,
5007,TRD2022082703540,Binong,15811,So E (Soe),85519,5,8,SIUNT,,,
5008,TRD2022082703695,Binong,15811,Songgom Jaya,42186,3,6,SIUNT,,,
5009,TRD2022082703585,Binong,15811,Srimulyo,65181,3,6,SIUNT,,,
5010,TRD2022082703615,Binong,15811,Sukaharja,78813,7,10,SIUNT,,,
5011,TRD2022082703506,Binong,15811,Sukarami,31452,5,8,SIUNT,,,
5012,TRD2022082703728,Binong,15811,Sukarawa,35122,1,2,SIUNT,,,
5013,TRD2022082703668,Binong,15811,Sukaria,78863,7,10,SIUNT,,,
5014,TRD2022082703505,Binong,15811,Sukodadi,30154,1,2,SIUNT,,,
5015,TRD2022082703450,Binong,15811,Sukodadi,30154,1,2,SIUNT,,,
5016,TRD2022082703495,Binong,15811,Sumberadi,54317,2,3,SIUNT,,,
5017,TRD2022082703469,Binong,15811,Sumbergirang,61363,1,2,SIUNT,,,
5018,TRD2022082703574,Binong,15811,Sumberrejo,56172,1,2,SIUNT,,,
5019,TRD2022082703589,Binong,15811,Sumberrejo,68172,3,6,SIUNT,,,
5020,TRD2022082703734,Binong,15811,Sungai Luar,29252,12,15,SIUNT,,,
5021,TRD2022082703699,Binong,15811,Sungai Rasau,78353,3,5,SIUNT,,,
5022,TRD2022082703500,Binong,15811,Tabang,95717,5,8,SIUNT,,,
5023,TRD2022082703635,Binong,15811,Tagalaya,97852,5,7,SIUNT,,,
5024,TRD2022082703549,Binong,15811,Talang Semut,30136,1,2,SIUNT,,,
5025,TRD2022082703604,Binong,15811,Tallunglipu,91832,5,7,SIUNT,,,
5026,TRD2022082703714,Binong,15811,Tamalanrea Jaya,90245,2,3,SIUNT,,,
5027,TRD2022082703508,Binong,15811,Tampumia Radda,91994,7,9,SIUNT,,,
5028,TRD2022082703462,Binong,15811,Tanah Merah,28284,1,3,SIUNT,,,
5029,TRD2022082703614,Binong,15811,Tanah Merah,28284,1,3,SIUNT,,,
5030,TRD2022082703667,Binong,15811,Tanjung Kramat,96111,3,4,SIUNT,,,
5031,TRD2022082703621,Binong,15811,Tanjung Muda,21256,5,9,SIUNT,,,
5032,TRD2022082703577,Binong,15811,Tanjung Selor Ilir/Hilir,77212,8,10,SIUNT,,,
5033,TRD2022082703732,Binong,15811,Teluk Dawan,36761,5,9,SIUNT,,,
5034,TRD2022082703425,Binong,15811,Teluk Lingga,75683,7,9,SIUNT,,,
5035,TRD2022082703681,Binong,15811,Teluk Sono,28559,7,11,SIUNT,,,
5036,TRD2022082703683,Binong,15811,Teluk Sulaiman,77373,9,12,SIUNT,,,
5037,TRD2022082703538,Binong,15811,Tingkulu,95117,1,3,SIUNT,,,
5038,TRD2022082703672,Binong,15811,Titiwungen Utara,95113,1,3,SIUNT,,,
5039,TRD2022082703488,Binong,15811,Toapaya Selatan,29151,12,15,SIUNT,,,
5040,TRD2022082703727,Binong,15811,Toba/Tuba,34385,5,8,SIUNT,,,
5041,TRD2022082703640,Binong,15811,Tombolo (Tombo),92371,5,7,SIUNT,,,
5042,TRD2022082703519,Binong,15811,Tompokersan,67311,2,3,SIUNT,,,
5043,TRD2022082703626,Binong,15811,Tutuh (Tutung),75576,7,10,SIUNT,,,
5044,TRD2022082703432,Binong,15811,Ujong/Ujung Tanoh,23774,5,8,SIUNT,,,
5045,TRD2022082703461,Binong,15811,Ujung Batee/Batu,23755,5,8,SIUNT,,,
5046,TRD2022082703601,Binong,15811,Ulujami,12230,1,2,SIUNT,,,
5047,TRD2022082703731,Binong,15811,Ulujami,12230,1,2,SIUNT,,,
5048,TRD2022082703603,Binong,15811,Utama,40521,1,2,SIUNT,,,
5049,TRD2022082703473,Binong,15811,Utama,40521,1,2,SIUNT,,,
5050,TRD2022082703723,Binong,15811,Wala,91613,5,7,SIUNT,,,
5051,TRD2022082703708,Binong,15811,Wanajaya,17520,1,2,SIUNT,,,
5052,TRD2022082703721,Binong,15811,Warung Muncang,40222,1,2,SIUNT,,,
5053,TRD2022082703552,Binong,15811,Wek IV Batang Toru,22738,5,9,SIUNT,,,
5054,TRD2022082703446,Binong,15811,West Cengkareng,11730,1,2,SIUNT,,,
5055,TRD2022082703464,Binong,15811,Wonokoyo,68362,3,6,SIUNT,,,
5056,TRD2022082703494,Binong,15811,Wundupopi,93116,2,4,SIUNT,,,
5057,TRD2022082703976,BlokQ2 Timur,14450,Air Belo,33351,4,6,SIUNT,,,
5058,TRD2022082703962,BlokQ2 Timur,14450,Angkasapura,99113,4,6,SIUNT,,,
5059,TRD2022082703993,BlokQ2 Timur,14450,Antirogo,68125,2,3,SIUNT,,,
5060,TRD2022082703964,BlokQ2 Timur,14450,Bandarharjo,50175,1,2,SIUNT,,,
5061,TRD2022082704001,BlokQ2 Timur,14450,Bantarsari,17710,1,2,SIUNT,,,
5062,TRD2022082703990,BlokQ2 Timur,14450,Baru Ilir,76131,1,4,SIUNT,,,
5063,TRD2022082703969,BlokQ2 Timur,14450,Baruzo,22871,12,15,SIUNT,,,
5064,TRD2022082703963,BlokQ2 Timur,14450,Baureno,62192,3,6,SIUNT,,,
5065,TRD2022082703973,BlokQ2 Timur,14450,Bebalang,80614,4,7,SIUNT,,,
5066,TRD2022082703957,BlokQ2 Timur,14450,Berok Nipah,25118,1,3,SIUNT,,,
5067,TRD2022082703953,BlokQ2 Timur,14450,Bintara,17134,1,2,SIUNT,,,
5068,TRD2022082703960,BlokQ2 Timur,14450,Biyonga,96212,7,9,SIUNT,,,
5069,TRD2022082703959,BlokQ2 Timur,14450,Bukit Duri,12840,1,2,SIUNT,,,
5070,TRD2022082703981,BlokQ2 Timur,14450,Candi,74181,9,11,SIUNT,,,
5071,TRD2022082703955,BlokQ2 Timur,14450,Cempaka Putih Barat,10520,1,2,SIUNT,,,
5072,TRD2022082703954,BlokQ2 Timur,14450,Cicadas,40121,1,2,SIUNT,,,
5073,TRD2022082703983,BlokQ2 Timur,14450,Curug Kulon,15810,1,2,SIUNT,,,
5074,TRD2022082703988,BlokQ2 Timur,14450,Dadok Tunggul Hitam,25176,1,3,SIUNT,,,
5075,TRD2022082703991,BlokQ2 Timur,14450,Damar Mulia,24563,3,6,SIUNT,,,
5076,TRD2022082703995,BlokQ2 Timur,14450,Guntur,12980,1,2,SIUNT,,,
5077,TRD2022082703971,BlokQ2 Timur,14450,Helumo,96525,9,11,SIUNT,,,
5078,TRD2022082703975,BlokQ2 Timur,14450,Honggosoco,59382,3,6,SIUNT,,,
5079,TRD2022082704002,BlokQ2 Timur,14450,Jeruk,33684,3,6,SIUNT,,,
5080,TRD2022082703985,BlokQ2 Timur,14450,Kacaribu,22111,4,6,SIUNT,,,
5081,TRD2022082704000,BlokQ2 Timur,14450,Kampung Gelgel,80716,5,9,SIUNT,,,
5082,TRD2022082703984,BlokQ2 Timur,14450,Kaplonganlor,45283,3,6,SIUNT,,,
5083,TRD2022082703972,BlokQ2 Timur,14450,Koha Timur,95661,7,10,SIUNT,,,
5084,TRD2022082703999,BlokQ2 Timur,14450,Kuala,79124,5,8,SIUNT,,,
5085,TRD2022082703978,BlokQ2 Timur,14450,Labuhan Alas,84353,9,12,SIUNT,,,
5086,TRD2022082703998,BlokQ2 Timur,14450,Lancang Kuning,29152,12,15,SIUNT,,,
5087,TRD2022082703961,BlokQ2 Timur,14450,Lebong Gajah,30163,1,2,SIUNT,,,
5088,TRD2022082703977,BlokQ2 Timur,14450,Lempongsari,50614,3,6,SIUNT,,,
5089,TRD2022082703982,BlokQ2 Timur,14450,Lenteng Agung,12630,1,2,SIUNT,,,
5090,TRD2022082703958,BlokQ2 Timur,14450,Mataram Timur,83121,4,5,SIUNT,,,
5091,TRD2022082703968,BlokQ2 Timur,14450,Mekar Jaya,28381,4,7,SIUNT,,,
5092,TRD2022082703989,BlokQ2 Timur,14450,Mororejo,67177,2,3,SIUNT,,,
5093,TRD2022082703992,BlokQ2 Timur,14450,Nyalabu Laok,69317,2,3,SIUNT,,,
5094,TRD2022082703987,BlokQ2 Timur,14450,Palak Tanah,31356,3,6,SIUNT,,,
5095,TRD2022082703965,BlokQ2 Timur,14450,Pamanukan Sebrang,41264,3,6,SIUNT,,,
5096,TRD2022082703979,BlokQ2 Timur,14450,Pangkung Karung,82161,5,9,SIUNT,,,
5097,TRD2022082703966,BlokQ2 Timur,14450,Pedurungan Kidul,50192,1,2,SIUNT,,,
5098,TRD2022082703970,BlokQ2 Timur,14450,Pojok,66272,3,6,SIUNT,,,
5099,TRD2022082703980,BlokQ2 Timur,14450,Poris Gaga,15122,1,2,SIUNT,,,
5100,TRD2022082703974,BlokQ2 Timur,14450,Rapak Lambur,75511,5,8,SIUNT,,,
5101,TRD2022082703996,BlokQ2 Timur,14450,Sangaji Utara,97751,2,4,SIUNT,,,
5102,TRD2022082704003,BlokQ2 Timur,14450,Sario Kotabaru,95115,1,3,SIUNT,,,
5103,TRD2022082703986,BlokQ2 Timur,14450,Sentul,16810,1,2,SIUNT,,,
5104,TRD2022082703997,BlokQ2 Timur,14450,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
5105,TRD2022082703967,BlokQ2 Timur,14450,Tabang,95717,5,8,SIUNT,,,
5106,TRD2022082703956,BlokQ2 Timur,14450,Tengaran,61481,3,6,SIUNT,,,
5107,TRD2022082703994,BlokQ2 Timur,14450,Tolotio,96251,9,11,SIUNT,,,
5108,TRD2022082704170,Kali Rungkut,60119,24 Ilir,30127,3,4,SIUNT,,,
5109,TRD2022082704288,Kali Rungkut,60119,Abeli,93234,3,4,SIUNT,,,
5110,TRD2022082704106,Kali Rungkut,60119,Air Tawar Barat,25132,4,5,SIUNT,,,
5111,TRD2022082704224,Kali Rungkut,60119,Alalak Tengah,70126,2,3,SIUNT,,,
5112,TRD2022082704202,Kali Rungkut,60119,Ampenan Selatan,83114,3,5,SIUNT,,,
5113,TRD2022082704075,Kali Rungkut,60119,Ampenan Selatan,83114,3,5,SIUNT,,,
5114,TRD2022082704092,Kali Rungkut,60119,Anaiwoi,93118,3,4,SIUNT,,,
5115,TRD2022082704180,Kali Rungkut,60119,Anggrung,20152,2,4,SIUNT,,,
5116,TRD2022082704058,Kali Rungkut,60119,Aplasi,85614,7,9,SIUNT,,,
5117,TRD2022082704044,Kali Rungkut,60119,Asam Kumbang,20133,2,4,SIUNT,,,
5118,TRD2022082704174,Kali Rungkut,60119,Asem Rowo,60182,1,2,SIUNT,,,
5119,TRD2022082704052,Kali Rungkut,60119,Asem Rowo,60182,1,2,SIUNT,,,
5120,TRD2022082704206,Kali Rungkut,60119,Asuhan,21136,6,8,SIUNT,,,
5121,TRD2022082704082,Kali Rungkut,60119,Atakkae,90915,7,9,SIUNT,,,
5122,TRD2022082704081,Kali Rungkut,60119,Aur Kuning,26131,6,8,SIUNT,,,
5123,TRD2022082704130,Kali Rungkut,60119,Babakan Jawa,45419,3,4,SIUNT,,,
5124,TRD2022082704221,Kali Rungkut,60119,Babura Sunggal,20121,2,4,SIUNT,,,
5125,TRD2022082704241,Kali Rungkut,60119,Babura Sunggal,20121,2,4,SIUNT,,,
5126,TRD2022082704304,Kali Rungkut,60119,Badak Anom,15560,1,2,SIUNT,,,
5127,TRD2022082704118,Kali Rungkut,60119,Bakaran Batu,20372,9,12,SIUNT,,,
5128,TRD2022082704209,Kali Rungkut,60119,Bakunase Dua,85116,4,6,SIUNT,,,
5129,TRD2022082704248,Kali Rungkut,60119,Balam Sempurna Kota,28992,7,10,SIUNT,,,
5130,TRD2022082704157,Kali Rungkut,60119,Balam Sempurna Kota,28992,7,10,SIUNT,,,
5131,TRD2022082704280,Kali Rungkut,60119,Baleharjo,55811,3,4,SIUNT,,,
5132,TRD2022082704077,Kali Rungkut,60119,Balingara,94684,9,11,SIUNT,,,
5133,TRD2022082704074,Kali Rungkut,60119,Ballu,85393,12,23,SIUNT,,,
5134,TRD2022082704048,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT,,,
5135,TRD2022082704197,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT,,,
5136,TRD2022082704290,Kali Rungkut,60119,Balongan,45217,4,6,SIUNT,,,
5137,TRD2022082704133,Kali Rungkut,60119,Bambu Apus,15415,1,2,SIUNT,,,
5138,TRD2022082704120,Kali Rungkut,60119,Banaran,64311,4,6,SIUNT,,,
5139,TRD2022082704070,Kali Rungkut,60119,Bandar Kidul,64118,2,3,SIUNT,,,
5140,TRD2022082704112,Kali Rungkut,60119,Bandar Tengah,20994,7,10,SIUNT,,,
5141,TRD2022082704193,Kali Rungkut,60119,Bangunharjo,55188,4,6,SIUNT,,,
5142,TRD2022082704213,Kali Rungkut,60119,Banguntapan,55198,4,6,SIUNT,,,
5143,TRD2022082704131,Kali Rungkut,60119,Banjaragung,42122,1,2,SIUNT,,,
5144,TRD2022082704027,Kali Rungkut,60119,Banjarharja,46397,5,7,SIUNT,,,
5145,TRD2022082704125,Kali Rungkut,60119,Banjar Kejen,67156,2,3,SIUNT,,,
5146,TRD2022082704103,Kali Rungkut,60119,Bantarjati,16153,1,2,SIUNT,,,
5147,TRD2022082704249,Kali Rungkut,60119,Banuaran,25222,4,5,SIUNT,,,
5148,TRD2022082704155,Kali Rungkut,60119,Bara-Baraya Timur,90143,2,3,SIUNT,,,
5149,TRD2022082704265,Kali Rungkut,60119,Bara-Baraya Timur,90143,2,3,SIUNT,,,
5150,TRD2022082704199,Kali Rungkut,60119,Baru,94221,3,4,SIUNT,,,
5151,TRD2022082704274,Kali Rungkut,60119,Baru Ilir,76131,2,3,SIUNT,,,
5152,TRD2022082704214,Kali Rungkut,60119,Batu Ampar,76136,2,3,SIUNT,,,
5153,TRD2022082704255,Kali Rungkut,60119,Baturiti,82191,6,9,SIUNT,,,
5154,TRD2022082704107,Kali Rungkut,60119,Baturuyuk,45453,4,6,SIUNT,,,
5155,TRD2022082704192,Kali Rungkut,60119,Bawolowalani,22865,13,16,SIUNT,,,
5156,TRD2022082704119,Kali Rungkut,60119,Belendung,15123,1,2,SIUNT,,,
5157,TRD2022082704215,Kali Rungkut,60119,Beluk Ares,69455,4,6,SIUNT,,,
