No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code,min_sla,max_sla,min_sla_api,max_sla_api
47315,TRD2023020607100,0136932300101095,1,Grogol,11450,Laksamana,28821,REG23,3,,,
47316,TRD2023020607102,0136932300101343,1,Grogol,11450,Sidomukti,28382,REG23,3,,,
47317,TRD2023020607104,0136932300101533,1,Grogol,11450,Carebbu,92776,REG23,5,,,
47318,TRD2023020607105,0136932300100113,1,Grogol,11450,Palae,92661,REG23,5,,,
47319,TRD2023020607112,0136932300100295,1,Grogol,11450,Tallunglipu,91832,REG23,5,,,
47320,TRD2023020607124,0136932300101525,1,Grogol,11450,Pampang,90231,REG23,2,,,
47321,TRD2023020607129,0136932300101046,1,Grogol,11450,Bahomakmur,94974,REG23,5,,,
47322,TRD2023020607131,0136932300100766,1,Grogol,11450,Galung Maloang,91121,REG23,3,,,
47323,TRD2023020607137,0136932300100782,1,Grogol,11450,Wundupopi,93116,REG23,2,,,
47324,TRD2023020607139,0136932300100923,1,Grogol,11450,Lambuno,93916,REG23,5,,,
47325,TRD2023020607140,0136932300100774,1,Grogol,11450,Inaton,95781,REG23,5,,,
47326,TRD2023020607141,0136932300101145,1,Grogol,11450,Benu-Benua,93123,REG23,2,,,
47327,TRD2023020607149,0136932300101434,1,Grogol,11450,Watudambo,95372,REG23,5,,,
47328,TRD2023020607150,0136932300101780,1,Grogol,11450,Durian,95959,REG23,5,,,
47329,TRD2023020607153,0136932300101061,1,Grogol,11450,Motoboi Besar,95719,REG23,3,,,
47330,TRD2023020607157,0136932300101012,1,Grogol,11450,Koya,95618,REG23,5,,,
47331,TRD2023020607163,0136932300101590,1,Grogol,11450,Apela Satu (I),95537,REG23,5,,,
47332,TRD2023020607168,0136932300101459,1,Grogol,11450,Bitung Barat Dua (II),95511,REG23,5,,,
47333,TRD2023020607171,0136932300101756,1,Grogol,11450,Sungai Angit,30752,REG23,3,,,
47334,TRD2023020607174,0136932300101004,1,Grogol,11450,Keramasan,30259,REG23,1,,,
47335,TRD2023020607188,0136932300101152,1,Grogol,11450,Bawolowalani,22865,REG23,1,10,,
47336,TRD2023020607195,0136932300101616,1,Grogol,11450,Bandar Tengah,20994,REG23,3,,,
47337,TRD2023020607200,0136932300101657,1,Grogol,11450,Glugur Kota,20115,REG23,1,,,
47338,TRD2023020607244,0733272300168118,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
47339,TRD2023020607245,0733272300168134,1,Pekayon Jaya,17148,Grandeng,97574,REG23,1,10,,
47340,TRD2023020607247,0733272300168175,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
47341,TRD2023020607251,0733272300168225,1,Pekayon Jaya,17148,Rumah Tiga,97234,REG23,5,,,
47342,TRD2023020607254,0733272300168142,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47343,TRD2023020607255,0733272300168159,1,Pekayon Jaya,17148,Batu Boy,97571,REG23,5,,,
47344,TRD2023020607256,0733272300168266,1,Pekayon Jaya,17148,Rumah Tiga,97234,REG23,5,,,
47345,TRD2023020607263,0733272300168167,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
47346,TRD2023020607270,0733272300168183,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47347,TRD2023020607275,0733272300169082,1,Pekayon Jaya,17148,Tomagoba,97813,REG23,5,,,
47348,TRD2023020607277,0733272300168910,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
47349,TRD2023020607280,0733272300168654,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
47350,TRD2023020607281,0733272300168951,1,Pekayon Jaya,17148,Ketsoblak,97611,REG23,1,10,,
47351,TRD2023020607290,0733272300168274,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
47352,TRD2023020607293,0733272300168324,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
47353,TRD2023020607295,0733272300168670,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
47354,TRD2023020607298,0733272300169215,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
47355,TRD2023020607299,0733272300169207,1,Pekayon Jaya,17148,Sabatai Tua,97771,REG23,1,10,,
47356,TRD2023020607306,0733272300168332,1,Pekayon Jaya,17148,Rumah Tiga,97234,REG23,5,,,
47357,TRD2023020607307,0733272300168316,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
47358,TRD2023020607308,0733272300168357,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47359,TRD2023020607311,0733272300168878,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
47360,TRD2023020607318,0733272300168563,1,Pekayon Jaya,17148,Pediwang (Pidiwang),97764,REG23,5,,,
47361,TRD2023020607320,0733272300168373,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
47362,TRD2023020607321,0733272300168787,1,Pekayon Jaya,17148,Sumeith/Sameith Pasinaro,97566,REG23,1,10,,
47363,TRD2023020607324,0733272300168985,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
47364,TRD2023020607325,0733272300168449,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47365,TRD2023020607328,0733272300168431,1,Pekayon Jaya,17148,Tuada,97752,REG23,5,,,
47366,TRD2023020607330,0733272300168456,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
47367,TRD2023020607331,0733272300168407,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47368,TRD2023020607339,0733272300168480,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
47369,TRD2023020607341,0733272300168811,1,Pekayon Jaya,17148,Man-Gega,97795,REG23,5,,,
47370,TRD2023020607342,0733272300168860,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
47371,TRD2023020607346,0733272300169199,1,Pekayon Jaya,17148,Man-Gega,97795,REG23,5,,,
47372,TRD2023020607347,0733272300168464,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47373,TRD2023020607348,0733272300168779,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
47374,TRD2023020607355,0733272300169090,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47375,TRD2023020607356,0733272300169223,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47376,TRD2023020607360,0733272300168852,1,Pekayon Jaya,17148,Sabatai Tua,97771,REG23,1,10,,
47377,TRD2023020607462,2534902300076021,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47378,TRD2023020607466,2534902300076070,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47379,TRD2023020607467,2534902300075882,1,Bunigeulis,45556,Kladufu,98418,REG23,2,,,
47380,TRD2023020607469,2534902300075890,1,Bunigeulis,45556,Kampung Waena,99332,REG23,2,,,
47381,TRD2023020607479,2534902300076088,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47382,TRD2023020607480,2534902300076229,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
47383,TRD2023020607483,2534902300075932,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47384,TRD2023020607485,2534902300076054,1,Bunigeulis,45556,Sentosa (Santosa),99356,REG23,6,,,
47385,TRD2023020607486,2534902300076062,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47386,TRD2023020607489,2534902300076179,1,Bunigeulis,45556,Igmbai (Igembai/Imbeisba),98355,REG23,6,,,
47387,TRD2023020607491,2534902300076112,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47388,TRD2023020607494,2534902300076005,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47389,TRD2023020607495,2534902300076195,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47390,TRD2023020607498,2534902300076278,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47391,TRD2023020607502,2534902300076336,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47392,TRD2023020607508,2534902300076146,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47393,TRD2023020607511,2534902300076260,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47394,TRD2023020607516,2534902300076393,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47395,TRD2023020607520,2534902300076377,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
47396,TRD2023020607524,2534902300076559,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47397,TRD2023020607528,2534902300076526,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47398,TRD2023020607531,2534902300076476,1,Bunigeulis,45556,Kuler (Tunas Baru),99616,REG23,6,,,
47399,TRD2023020607534,2534902300076484,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47400,TRD2023020607539,2534902300076534,1,Bunigeulis,45556,Bosi,98457,REG23,6,,,
47401,TRD2023020607541,2534902300076658,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47402,TRD2023020607542,2534902300076625,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47403,TRD2023020607563,2534902300076823,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47404,TRD2023020607565,2534902300076815,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47405,TRD2023020607566,2534902300076708,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47406,TRD2023020607567,2534902300076864,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
47407,TRD2023020607568,2534902300076765,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47408,TRD2023020607570,2534902300076849,1,Bunigeulis,45556,Holmafen (Holmafem),99373,REG23,6,,,
47409,TRD2023020607573,2534902300076799,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47410,TRD2023020607578,2534902300076898,1,Bunigeulis,45556,Uskwar,99468,REG23,6,,,
47411,TRD2023020607580,2534902300076955,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47412,TRD2023020607585,2534902300076807,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47413,TRD2023020607588,2534902300077300,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
47414,TRD2023020607591,2534902300076922,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
47415,TRD2023020607593,2534902300077532,1,Bunigeulis,45556,Imandoa,98215,REG23,6,,,
47416,TRD2023020607606,2534902300077250,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47417,TRD2023020607609,2534902300077029,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47418,TRD2023020607612,2534902300078340,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47419,TRD2023020607617,2534902300077961,1,Bunigeulis,45556,Imhasuma,98315,REG23,6,,,
47420,TRD2023020607621,2534902300077045,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47421,TRD2023020607623,2534902300078274,1,Bunigeulis,45556,Bosi,98457,REG23,6,,,
47422,TRD2023020607627,2534902300077441,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
47423,TRD2023020607629,2534902300077086,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47424,TRD2023020607630,2534902300077102,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47425,TRD2023020607635,2534902300077763,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47426,TRD2023020607636,2534902300077391,1,Bunigeulis,45556,Honelama,99511,REG23,4,,,
47427,TRD2023020607640,2534902300078076,1,Bunigeulis,45556,Bangetayu Wetan,50115,REG23,1,,,
47428,TRD2023020607644,2534902300078266,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
47429,TRD2023020607653,2534902300077144,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47430,TRD2023020607655,2534902300077136,1,Bunigeulis,45556,Kuler (Tunas Baru),99616,REG23,6,,,
47431,TRD2023020607656,2534902300077128,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47432,TRD2023020607658,2534902300077177,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47433,TRD2023020607659,2534902300077151,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47434,TRD2023020607660,2534902300077615,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
47435,TRD2023020607662,2534902300077193,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47436,TRD2023020607664,2534902300077169,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47437,TRD2023020607669,2534902300077730,1,Bunigeulis,45556,Bomakia Satu (I),99663,REG23,6,,,
47438,TRD2023020607684,2534902300077953,1,Bunigeulis,45556,Napisandi,98162,REG23,6,,,
47439,TRD2023020607687,2534902300078282,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47440,TRD2023020607689,2534902300078308,1,Bunigeulis,45556,Yokiwa,99359,REG23,6,,,
47441,TRD2023020607690,2534902300078068,1,Bunigeulis,45556,Bomakia Satu (I),99663,REG23,6,,,
47442,TRD2023020607707,2534902300077466,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47443,TRD2023020607711,2534902300077896,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47444,TRD2023020607713,2534902300078191,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
47445,TRD2023020607714,2534902300077623,1,Bunigeulis,45556,Imhasuma,98315,REG23,6,,,
47446,TRD2023020607716,2534902300077862,1,Bunigeulis,45556,Klademak,98416,REG23,2,,,
47447,TRD2023020607873,0733272300169389,1,Pekayon Jaya,17148,Melasu Baru,77482,REG23,5,,,
47448,TRD2023020607874,0733272300169363,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
47449,TRD2023020607877,0733272300169322,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
47450,TRD2023020607881,0733272300169637,1,Pekayon Jaya,17148,Baru,94514,REG23,5,,,
47451,TRD2023020607882,0733272300169454,1,Pekayon Jaya,17148,Paya Baru,24471,REG23,3,,,
47452,TRD2023020607894,0733272300169702,1,Pekayon Jaya,17148,Kota Matsum II,20215,REG23,1,,,
47453,TRD2023020607895,0733272300169603,1,Pekayon Jaya,17148,Kuanino,85119,REG23,2,,,
47454,TRD2023020607896,0733272300169504,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47455,TRD2023020607901,0733272300169587,1,Pekayon Jaya,17148,Tingkulu,95117,REG23,2,,,
47456,TRD2023020607902,0733272300169660,1,Pekayon Jaya,17148,Sudajayahilir,43161,REG23,1,,,
47457,TRD2023020607917,0733272300170551,1,Pekayon Jaya,17148,Sungai Nangka,76114,REG23,1,,,
47458,TRD2023020607922,0733272300169900,1,Pekayon Jaya,17148,Pondok Labu,72168,REG23,5,,,
47459,TRD2023020607928,0733272300169694,1,Pekayon Jaya,17148,Padangbulia,81161,REG23,3,,,
47460,TRD2023020607929,0733272300170676,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
47461,TRD2023020607931,0733272300169512,1,Pekayon Jaya,17148,Sawangan,95371,REG23,3,,,
47462,TRD2023020607937,0733272300170239,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47463,TRD2023020607939,0733272300170213,1,Pekayon Jaya,17148,Kamasi,95442,REG23,5,,,
47464,TRD2023020607944,0733272300170502,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
47465,TRD2023020607945,0733272300170627,1,Pekayon Jaya,17148,Ketsoblak,97611,REG23,1,10,,
47466,TRD2023020607946,0733272300169736,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
47467,TRD2023020607948,0733272300170072,1,Pekayon Jaya,17148,Mangkio Baru,94711,REG23,3,,,
47468,TRD2023020607951,0733272300170338,1,Pekayon Jaya,17148,Horoe,93354,REG23,5,,,
47469,TRD2023020607955,0733272300170007,1,Pekayon Jaya,17148,Biyonga,96212,REG23,3,,,
47470,TRD2023020607959,0733272300170064,1,Pekayon Jaya,17148,Gunung Panjang,75131,REG23,2,,,
47471,TRD2023020607961,0733272300169934,1,Pekayon Jaya,17148,So E (Soe),85519,REG23,3,,,
47472,TRD2023020607975,0733272300170080,1,Pekayon Jaya,17148,Buntongi,94683,REG23,3,,,
47473,TRD2023020607977,0733272300169439,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
47474,TRD2023020607978,0733272300170254,1,Pekayon Jaya,17148,Kilon,97463,REG23,1,10,,
47475,TRD2023020607979,0733272300170049,1,Pekayon Jaya,17148,Tamban Baru Tengah,73583,REG23,5,,,
47476,TRD2023020607981,0733272300170643,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47477,TRD2023020607984,0733272300169975,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
47478,TRD2023020607988,0733272300170353,1,Pekayon Jaya,17148,Pemepek,83562,REG23,3,,,
47479,TRD2023020607993,0733272300170775,1,Pekayon Jaya,17148,Embu Ngena,86319,REG23,3,,,
47480,TRD2023020607996,0733272300170130,1,Pekayon Jaya,17148,Bencah/Boncah Kesuma,28554,REG23,3,,,
47481,TRD2023020608001,0733272300170874,1,Pekayon Jaya,17148,Anaiwoi,93118,REG23,2,,,
47482,TRD2023020608005,0733272300170262,1,Pekayon Jaya,17148,Wundupopi,93116,REG23,2,,,
47483,TRD2023020608007,0733272300170726,1,Pekayon Jaya,17148,Wundupopi,93116,REG23,2,,,
47484,TRD2023020608008,0733272300170270,1,Pekayon Jaya,17148,Babura Sunggal,20121,REG23,1,,,
47485,TRD2023020608020,0733272300170692,1,Pekayon Jaya,17148,Mataram Timur,83121,REG23,1,,,
47486,TRD2023020608028,0733272300170817,1,Pekayon Jaya,17148,Bakunase Dua,85116,REG23,2,,,
47487,TRD2023020608066,2534902300078423,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
47488,TRD2023020608075,2534902300078563,1,Bunigeulis,45556,Kadam (Ayim/Oyim),99871,REG23,1,10,,
47489,TRD2023020608076,2534902300078480,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47490,TRD2023020608078,2534902300078506,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
47491,TRD2023020608080,2534902300078597,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47492,TRD2023020608084,2534902300078464,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47493,TRD2023020608691,2534902300078621,1,Bunigeulis,45556,Sangaji Utara,97751,REG23,5,,,
47494,TRD2023020608700,2534902300078811,1,Bunigeulis,45556,Supayang,27263,REG23,5,,,
47495,TRD2023020608701,2534902300078753,1,Bunigeulis,45556,Sungai Nangka,76114,REG23,2,,,
47496,TRD2023020608708,2534902300078787,1,Bunigeulis,45556,Sabatai Tua,97771,REG23,1,10,,
47497,TRD2023020608711,2534902300078779,1,Bunigeulis,45556,Sukaharja,78813,REG23,5,,,
47498,TRD2023020608723,2534902300078928,1,Bunigeulis,45556,Wundupopi,93116,REG23,2,,,
47499,TRD2023020608724,2534902300080387,1,Bunigeulis,45556,Lanu,85573,REG23,5,,,
47500,TRD2023020608726,2534902300079082,1,Bunigeulis,45556,Cinta Damai,20126,REG23,2,,,
47501,TRD2023020608732,2534902300079017,1,Bunigeulis,45556,Cakung Barat,13910,REG23,1,,,
47502,TRD2023020608734,2534902300079041,1,Bunigeulis,45556,Anaiwoi,93118,REG23,2,,,
47503,TRD2023020608736,2534902300078886,1,Bunigeulis,45556,Cot Peutano,23372,REG23,5,,,
47504,TRD2023020608738,2534902300079363,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47505,TRD2023020608742,2534902300079231,1,Bunigeulis,45556,West Cengkareng,11730,REG23,1,,,
47506,TRD2023020608745,2534902300079413,1,Bunigeulis,45556,Panjer,80113,REG23,1,,,
47507,TRD2023020608751,2534902300079397,1,Bunigeulis,45556,Paubokol (Paobokol),86682,REG23,1,10,,
47508,TRD2023020608754,2534902300079405,1,Bunigeulis,45556,Klasabi,98415,REG23,2,,,
47509,TRD2023020608757,2534902300079827,1,Bunigeulis,45556,Pakkasalo,92753,REG23,5,,,
47510,TRD2023020608758,2534902300080189,1,Bunigeulis,45556,Katol Barat,69152,REG23,3,,,
47511,TRD2023020608761,2534902300079595,1,Bunigeulis,45556,Ambekairi,93413,REG23,3,,,
47512,TRD2023020608765,2534902300079033,1,Bunigeulis,45556,Wundupopi,93116,REG23,2,,,
47513,TRD2023020608769,2534902300079553,1,Bunigeulis,45556,Pantas Bersatu,78762,REG23,5,,,
47514,TRD2023020608770,2534902300079744,1,Bunigeulis,45556,Lolo,76251,REG23,3,,,
47515,TRD2023020608774,2534902300080098,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
47516,TRD2023020608776,2534902300079124,1,Bunigeulis,45556,Sawai Itepo,97853,REG23,5,,,
47517,TRD2023020608777,2534902300079132,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
47518,TRD2023020608782,2534902300079579,1,Bunigeulis,45556,Datar Ruyung,38617,REG23,3,,,
47519,TRD2023020608784,2534902300079637,1,Bunigeulis,45556,Gamsungi,97762,REG23,3,,,
47520,TRD2023020608786,2534902300079645,1,Bunigeulis,45556,Bara-Baraya Timur,90143,REG23,1,,,
47521,TRD2023020608796,2534902300080114,1,Bunigeulis,45556,Sawangan,95371,REG23,5,,,
47522,TRD2023020608797,2534902300079520,1,Bunigeulis,45556,Baloi Permai,29431,REG23,2,,,
47523,TRD2023020608798,2534902300079470,1,Bunigeulis,45556,Atodopoi,93452,REG23,5,,,
47524,TRD2023020608800,2534902300079298,1,Bunigeulis,45556,Wana Sari,75655,REG23,5,,,
47525,TRD2023020608810,2534902300080080,1,Bunigeulis,45556,Rumah Tiga,97234,REG23,2,,,
47526,TRD2023020608821,2534902300079710,1,Bunigeulis,45556,Lempake,75118,REG23,2,,,
47527,TRD2023020608823,2534902300079462,1,Bunigeulis,45556,Sei/Sungai Pinang Dalam,75117,REG23,2,,,
47528,TRD2023020608830,2534902300079843,1,Bunigeulis,45556,Empat Lima,24671,REG23,5,,,
47529,TRD2023020608835,2534902300079686,1,Bunigeulis,45556,Sarotari,86219,REG23,3,,,
47530,TRD2023020608836,2534902300079884,1,Bunigeulis,45556,Darat Sekip,78117,REG23,2,,,
47531,TRD2023020608841,2534902300079769,1,Bunigeulis,45556,Nembukrang Sari (Nimbokrang Sari),99362,REG23,6,,,
47532,TRD2023020608844,2534902300079728,1,Bunigeulis,45556,Seuneubok Pangou,24458,REG23,5,,,
47533,TRD2023020608847,2534902300079603,1,Bunigeulis,45556,Tanah Raja,97713,REG23,5,,,
47534,TRD2023020608850,2534902300080288,1,Bunigeulis,45556,Guntur,12980,REG23,1,,,
47535,TRD2023020608851,2534902300080171,1,Bunigeulis,45556,Sawai Itepo,97853,REG23,5,,,
47536,TRD2023020608852,2534902300079959,1,Bunigeulis,45556,Gedong Meneng,35145,REG23,2,,,
47537,TRD2023020608853,2534902300079801,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
47538,TRD2023020608855,2534902300080155,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
47539,TRD2023020608864,2534902300080023,1,Bunigeulis,45556,Imhasuma,98315,REG23,6,,,
47540,TRD2023020609429,0733272300170932,1,Pekayon Jaya,17148,Batu Boy,97571,REG23,5,,,
47541,TRD2023020609430,0733272300170924,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
47542,TRD2023020609432,0733272300170957,1,Pekayon Jaya,17148,Sereh,99352,REG23,6,,,
47543,TRD2023020609434,0733272300170940,1,Pekayon Jaya,17148,Bumi Wonorejo,98813,REG23,6,,,
47544,TRD2023020609440,0733272300171062,1,Pekayon Jaya,17148,Kuanino,85119,REG23,2,,,
47545,TRD2023020609443,0733272300171112,1,Pekayon Jaya,17148,Ketsoblak,97611,REG23,1,10,,
47546,TRD2023020609447,0733272300171088,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
47547,TRD2023020609452,0733272300171013,1,Pekayon Jaya,17148,Ardipura,99223,REG23,2,,,
47548,TRD2023020609461,0733272300171138,1,Pekayon Jaya,17148,Mbuwa,99910,REG23,6,,,
47549,TRD2023020609551,0733272300171229,1,Pekayon Jaya,17148,Teluk Kenari,85819,REG23,5,,,
47550,TRD2023020609561,0733272300171377,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
47551,TRD2023020609562,0733272300172375,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
47552,TRD2023020609566,0733272300171278,1,Pekayon Jaya,17148,Lepolima,86116,REG23,5,,,
47553,TRD2023020609572,0733272300171617,1,Pekayon Jaya,17148,Sereh,99352,REG23,6,,,
47554,TRD2023020609576,0733272300171286,1,Pekayon Jaya,17148,Neath,97573,REG23,1,10,,
47555,TRD2023020609579,0733272300171500,1,Pekayon Jaya,17148,Bumi Wonorejo,98813,REG23,6,,,
47556,TRD2023020609580,0733272300171609,1,Pekayon Jaya,17148,Imhasuma,98315,REG23,6,,,
47557,TRD2023020609582,0733272300171864,1,Pekayon Jaya,17148,Klasbon,98362,REG23,6,,,
47558,TRD2023020609583,0733272300172185,1,Pekayon Jaya,17148,Bomakia Satu (I),99663,REG23,6,,,
47559,TRD2023020609590,0733272300171567,1,Pekayon Jaya,17148,Kuler (Tunas Baru),99616,REG23,6,,,
47560,TRD2023020609591,0733272300171682,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
47561,TRD2023020609593,0733272300171443,1,Pekayon Jaya,17148,Birak,99777,REG23,1,10,,
47562,TRD2023020609596,0733272300171997,1,Pekayon Jaya,17148,Yamalatu,97553,REG23,1,10,,
47563,TRD2023020609599,0733272300172359,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
47564,TRD2023020609602,0733272300172029,1,Pekayon Jaya,17148,Wadio,98856,REG23,6,,,
47565,TRD2023020609613,0733272300171435,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
47566,TRD2023020609617,0733272300172540,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
47567,TRD2023020609618,0733272300172870,1,Pekayon Jaya,17148,Kwadeware (Kanda),99358,REG23,6,,,
47568,TRD2023020609624,0733272300171591,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
47569,TRD2023020609625,0733272300171708,1,Pekayon Jaya,17148,Tuada,97752,REG23,5,,,
47570,TRD2023020609626,0733272300171690,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
47571,TRD2023020609627,0733272300171930,1,Pekayon Jaya,17148,Sereh,99352,REG23,6,,,
47572,TRD2023020609629,0733272300171526,1,Pekayon Jaya,17148,Penkase Oeleta,85231,REG23,2,,,
47573,TRD2023020609633,0733272300171559,1,Pekayon Jaya,17148,Samau,98118,REG23,6,,,
47574,TRD2023020609634,0733272300171658,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
47575,TRD2023020609636,0733272300171765,1,Pekayon Jaya,17148,Kila,86452,REG23,1,10,,
