No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,rate_code,min_sla_api,max_sla_api
8340,TRD2023021003832,JNE,11450,98365,0136932300112480,REG23,,
8366,TRD2023021005123,JNE,45556,98362,2534902300089511,REG23,,
8393,TRD2023021103524,JNE,45556,98314,2534902300089776,REG23,,
8395,TRD2023021103537,JNE,45556,98314,2534902300089917,REG23,,
8408,TRD2023021103670,JNE,45556,98314,2534902300090071,REG23,,
8410,TRD2023021103677,JNE,45556,98314,2534902300090097,REG23,,
8454,TRD2023021104192,JNE,45556,98314,2534902300090659,REG23,,
8455,TRD2023021104196,JNE,45556,98356,2534902300090741,REG23,,
8465,TRD2023021104732,JNE,45556,98356,2534902300091475,REG23,,
8466,TRD2023021104743,JNE,45556,98314,2534902300091517,REG23,,
8558,TRD2023021306102,JNE,45556,98314,2534902300092275,REG23,,
8559,TRD2023021306136,JNE,45556,98311,2534902300092762,REG23,,
8580,TRD2023021306350,JNE,45556,98314,2534902300093711,REG23,,
8682,TRD2023021308069,JNE,45556,98314,2534902300094750,REG23,,
8685,TRD2023021308082,JNE,45556,98355,2534902300094800,REG23,,
8701,TRD2023021309530,JNE,17148,98363,0733272300197737,REG23,,
8719,TRD2023021309645,JNE,17148,98314,0733272300198453,REG23,,
8722,TRD2023021309660,JNE,17148,98314,0733272300198727,REG23,,
8759,TRD2023021405172,JNE,45556,98353,2534902300095351,REG23,,
8813,TRD2023021405698,JNE,45556,98314,2534902300095849,REG23,,
8896,TRD2023021504218,JNE,45556,98311,2534902300097845,REG23,,
8909,TRD2023021504498,JNE,45556,98314,2534902300098058,REG23,,
8910,TRD2023021504503,JNE,45556,98314,2534902300098017,REG23,,
8942,TRD2023021505323,JNE,17148,98314,0733272300205811,REG23,,
8959,TRD2023021505816,JNE,45556,98355,2534902300099213,REG23,,
9039,TRD2023021603817,JNE,45556,98352,2534902300099650,REG23,,
9049,TRD2023021604255,JNE,45556,98356,2534902300100730,REG23,,
9052,TRD2023021604263,JNE,45556,98362,2534902300100649,REG23,,
9053,TRD2023021604267,JNE,45556,98355,2534902300100698,REG23,,
9100,TRD2023021606342,JNE,17148,98314,0733272300211231,REG23,,
9102,TRD2023021606365,JNE,17148,98356,0733272300211561,REG23,,
9137,TRD2023021703400,JNE,17148,98314,0733272300212700,REG23,,
9139,TRD2023021703424,JNE,45556,98352,2534902300101514,REG23,,
9142,TRD2023021703431,JNE,45556,98355,2534902300101472,REG23,,
9160,TRD2023021703796,JNE,45556,98311,2534902300102033,REG23,,
9181,TRD2023021704999,JNE,45556,98314,2534902300102066,REG23,,
9199,TRD2023021705438,JNE,45556,98355,2534902300102843,REG23,,
9205,TRD2023021705461,JNE,45556,98362,2534902300103049,REG23,,
9214,TRD2023021706147,JNE,17148,98314,0733272300215224,REG23,,
9228,TRD2023021801871,JNE,45556,98362,2534902300103122,REG23,,
9257,TRD2023021802594,JNE,45556,98314,2534902300103361,REG23,,
9284,TRD2023021802837,JNE,45556,98314,2534902300103932,REG23,,
9285,TRD2023021802838,JNE,45556,98355,2534902300103817,REG23,,
9322,TRD2023021803196,JNE,45556,98356,2534902300104757,REG23,,
9324,TRD2023021803201,JNE,45556,98353,2534902300104898,REG23,,
9344,TRD2023022009010,JNE,45556,98314,2534902300105077,REG23,,
9379,TRD2023022009311,JNE,17148,98314,0733272300220133,REG23,,
9464,TRD2023022010321,JNE,45556,98314,2534902300106166,REG23,,
9473,TRD2023022010365,JNE,45556,98355,2534902300106141,REG23,,
9475,TRD2023022010396,JNE,45556,98314,2534902300106729,REG23,,
9488,TRD2023022010874,JNE,45556,98314,2534902300107511,REG23,,
9491,TRD2023022010893,JNE,45556,98314,2534902300108055,REG23,,
9499,TRD2023022010929,JNE,45556,98363,2534902300108097,REG23,,
9547,TRD2023022011473,JNE,17148,98314,0733272300225157,REG23,,
9551,TRD2023022011537,JNE,17148,98355,0733272300225868,REG23,,
9609,TRD2023022104648,JNE,45556,98314,2534902300108923,REG23,,
9617,TRD2023022105109,JNE,17148,98362,0733272300228250,REG23,,
9665,TRD2023022105751,JNE,45556,98314,2534902300109236,REG23,,
9666,TRD2023022105756,JNE,45556,98314,2534902300109251,REG23,,
9706,TRD2023022106679,JNE,45556,98311,2534902300110127,REG23,,
9707,TRD2023022106813,JNE,45556,98363,2534902300110275,REG23,,
9773,TRD2023022204769,JNE,45556,98314,2534902300111174,REG23,,
9777,TRD2023022204806,JNE,45556,98355,2534902300111240,REG23,,
9835,TRD2023022206401,JNE,45556,98356,2534902300112396,REG23,,
9848,TRD2023022206576,JNE,17148,98314,0733272300236147,REG23,,
9850,TRD2023022206579,JNE,17148,98314,0733272300236162,REG23,,
9867,TRD2023022305044,JNE,17148,98363,0733272300237152,REG23,,
9909,TRD2023022305620,JNE,17148,98355,0733272300238580,REG23,,
9910,TRD2023022305631,JNE,17148,98352,0733272300238697,REG23,,
9926,TRD2023022306159,JNE,17148,98373,0733272300239307,REG23,,
9957,TRD2023022306632,JNE,11450,98314,0136932300154912,REG23,,
9981,TRD2023022307489,JNE,17148,98356,0733272300241642,REG23,,
9983,TRD2023022307506,JNE,17148,98314,0733272300241477,REG23,,
9987,TRD2023022307534,JNE,17148,98362,0733272300241964,REG23,,
10041,TRD2023022405525,JNE,11450,98311,0136932300159283,REG23,,
10044,TRD2023022405542,JNE,11450,98314,0136932300159606,REG23,,
10053,TRD2023022405618,JNE,17148,98362,0733272300242731,REG23,,
10058,TRD2023022405639,JNE,17148,98314,0733272300242764,REG23,,
10068,TRD2023022405687,JNE,17148,98314,0733272300243168,REG23,,
10082,TRD2023022405821,JNE,17148,98314,0733272300243747,REG23,,
10088,TRD2023022405870,JNE,17148,98362,0733272300244695,REG23,,
10112,TRD2023022407036,JNE,17148,98311,0733272300245221,REG23,,
10118,TRD2023022407162,JNE,17148,98355,0733272300245833,REG23,,
10158,TRD2023022505042,JNE,17148,98314,0733272300247805,REG23,,
10236,TRD2023022506115,JNE,17148,98311,0733272300249728,REG23,,
10239,TRD2023022506119,JNE,17148,98355,0733272300249959,REG23,,
10242,TRD2023022506126,JNE,17148,98314,0733272300249769,REG23,,
10263,TRD2023022506813,JNE,17148,98311,0733272300250544,REG23,,
10303,TRD2023022707328,JNE,61253,60172,6833602300001602,REG23,,
10315,TRD2023022707478,JNE,17148,98356,0733272300251344,REG23,,
10317,TRD2023022707480,JNE,17148,98353,0733272300251740,REG23,,
10371,TRD2023022708251,JNE,17148,98356,0733272300253266,REG23,,
10385,TRD2023022710807,JNE,17148,98314,0733272300260063,REG23,,
10386,TRD2023022710810,JNE,17148,98314,0733272300259776,REG23,,
10390,TRD2023022710820,JNE,17148,98352,0733272300259859,REG23,,
10475,TRD2023022711449,JNE,11450,98314,0136932300171288,REG23,,
10486,TRD2023022711565,JNE,17148,66291,0733272300261574,REG23,,
10524,TRD2023022711777,JNE,17148,98311,0733272300263570,REG23,,
10525,TRD2023022711781,JNE,17148,98362,0733272300263620,REG23,,
10526,TRD2023022711782,JNE,17148,98314,0733272300263984,REG23,,
10581,TRD2023022714148,JNE,17148,98362,0733272300266847,REG23,,
10677,TRD2023022805850,JNE,17148,98314,0733272300269908,REG23,,
10683,TRD2023022805906,JNE,17148,98362,0733272300269882,REG23,,
10694,TRD2023022805989,JNE,17148,98311,0733272300271854,REG23,,
10712,TRD2023022806359,JNE,17148,98314,0733272300272662,REG23,,
10764,TRD2023022806787,JNE,17148,98311,0733272300273512,REG23,,
10765,TRD2023022806792,JNE,17148,98362,0733272300274072,REG23,,
10766,TRD2023022806793,JNE,17148,98314,0733272300273983,REG23,,
10817,TRD2023030104520,JNE,61253,60227,6833602300002378,REG23,,
10823,TRD2023030105416,JNE,17148,98311,0733272300275699,REG23,,
10826,TRD2023030105431,JNE,17148,98362,0733272300275814,REG23,,
10828,TRD2023030105444,JNE,17148,98314,0733272300276481,REG23,,
10839,TRD2023030105489,JNE,17148,98314,0733272300276184,REG23,,
10853,TRD2023030105783,JNE,17148,98314,0733272300276671,REG23,,
10924,TRD2023030106416,JNE,11450,98314,0136932300178705,REG23,,
10925,TRD2023030106417,JNE,11450,98311,0136932300179208,REG23,,
10937,TRD2023030106544,JNE,17148,98355,0733272300280004,REG23,,
10943,TRD2023030106781,JNE,17148,98314,0733272300280533,REG23,,
10982,TRD2023030107770,JNE,17148,98355,0733272300282216,REG23,,
10983,TRD2023030107781,JNE,17148,98355,0733272300281960,REG23,,
10995,TRD2023030205065,JNE,61253,60293,6833602300003095,REG23,,
11053,TRD2023030207788,JNE,17148,98362,0733272300285979,REG23,,
11079,TRD2023030208267,JNE,17148,98365,0733272300287355,REG23,,
11080,TRD2023030208269,JNE,17148,98314,0733272300287496,REG23,,
11082,TRD2023030208293,JNE,17148,98314,0733272300287702,REG23,,
11084,TRD2023030208371,JNE,17148,98355,0733272300288049,REG23,,
11107,TRD2023030208542,JNE,11450,98314,0136932300183218,REG23,,
11122,TRD2023030208691,JNE,17148,98355,0733272300288544,REG23,,
11139,TRD2023030209382,JNE,17148,98362,0733272300289112,REG23,,
11154,TRD2023030209515,JNE,17148,98314,0733272300290227,REG23,,
11155,TRD2023030209524,JNE,17148,98314,0733272300290169,REG23,,
11224,TRD2023030306816,JNE,11450,98314,0136932300186310,REG23,,
11255,TRD2023030307187,JNE,17148,98356,0733272300291951,REG23,,
11257,TRD2023030307266,JNE,17148,98355,0733272300292090,REG23,,
11269,TRD2023030307363,JNE,17148,98314,0733272300292926,REG23,,
11272,TRD2023030307371,JNE,17148,98314,0733272300292967,REG23,,
11299,TRD2023030307770,JNE,17148,98314,0733272300295093,REG23,,
11318,TRD2023030308772,JNE,17148,98311,0733272300295945,REG23,,
11324,TRD2023030308810,JNE,17148,98314,0733272300296240,REG23,,
11337,TRD2023030308862,JNE,17148,98355,0733272300296703,REG23,,
11339,TRD2023030308866,JNE,17148,98311,0733272300295838,REG23,,
11366,TRD2023030405363,JNE,17148,98355,0733272300297263,REG23,,
11421,TRD2023030406072,JNE,17148,98314,0733272300299459,REG23,,
11464,TRD2023030607654,JNE,17148,98355,0733272300301248,REG23,,
11468,TRD2023030607686,JNE,17148,98314,0733272300301818,REG23,,
11471,TRD2023030607717,JNE,17148,98314,0733272300301685,REG23,,
11475,TRD2023030608011,JNE,17148,98362,0733272300302147,REG23,,
11478,TRD2023030608025,JNE,17148,98311,0733272300302287,REG23,,
11522,TRD2023030609017,JNE,17148,98353,0733272300302642,REG23,,
11556,TRD2023030609621,JNE,61253,60195,6833602300005421,REG23,,
11574,TRD2023030609824,JNE,17148,98314,0733272300304317,REG23,,
11581,TRD2023030609867,JNE,17148,98314,0733272300303749,REG23,,
11587,TRD2023030609894,JNE,17148,98314,0733272300303871,REG23,,
11593,TRD2023030609981,JNE,17148,98353,0733272300304671,REG23,,
11599,TRD2023030610932,JNE,45556,98362,2534902300119359,REG23,,
11695,TRD2023030706360,JNE,17148,98314,0733272300309308,REG23,,
11735,TRD2023030706754,JNE,17148,98362,0733272300310140,REG23,,
11754,TRD2023030708022,JNE,17148,98314,0733272300312310,REG23,,
11781,TRD2023030805373,JNE,61253,60138,6833602300006213,REG23,,
11797,TRD2023030805618,JNE,17148,98314,0733272300314134,REG23,,
11815,TRD2023030805853,JNE,17148,98355,0733272300314548,REG23,,
11826,TRD2023030805927,JNE,61253,60232,6833602300006676,REG23,,
11910,TRD2023030907868,JNE,17148,98355,0733272300317699,REG23,,
11913,TRD2023030907871,JNE,17148,98362,0733272300317822,REG23,,
11920,TRD2023030907899,JNE,17148,98362,0733272300318408,REG23,,
11930,TRD2023030907940,JNE,17148,98314,0733272300318093,REG23,,
11933,TRD2023030907952,JNE,17148,98356,0733272300318457,REG23,,
11943,TRD2023030908273,JNE,17148,98362,0733272300318689,REG23,,
11972,TRD2023030908653,JNE,17148,98314,0733272300319661,REG23,,
11979,TRD2023031006074,JNE,17148,98314,0733272300319984,REG23,,
11987,TRD2023031006115,JNE,17148,98355,0733272300320313,REG23,,
12026,TRD2023031006925,JNE,11450,98314,0136932300202109,REG23,,
12034,TRD2023031006983,JNE,17148,98355,0733272300321543,REG23,,
12035,TRD2023031006984,JNE,17148,98314,0733272300321550,REG23,,
12041,TRD2023031007243,JNE,17148,98355,0733272300321691,REG23,,
12081,TRD2023031008835,JNE,17148,98362,0733272300322822,REG23,,
12083,TRD2023031008839,JNE,17148,98314,0733272300323044,REG23,,
12085,TRD2023031008849,JNE,17148,98362,0733272300322921,REG23,,
12117,TRD2023031105664,JNE,17148,99910,0733272300323705,REG23,,
12143,TRD2023031106004,JNE,17148,98314,0733272300324539,REG23,,
12148,TRD2023031106034,JNE,17148,98314,0733272300324778,REG23,,
12153,TRD2023031106068,JNE,17148,98314,0733272300325064,REG23,,
12186,TRD2023031107235,JNE,17148,98352,0733272300326302,REG23,,
12187,TRD2023031107237,JNE,17148,98363,0733272300326575,REG23,,
12188,TRD2023031107243,JNE,17148,98314,0733272300326666,REG23,,
12194,TRD2023031107497,JNE,45556,98314,2534902300121751,REG23,,
12195,TRD2023031107662,JNE,61253,60161,6833602300008482,REG23,,
12224,TRD2023031309029,JNE,17148,98314,0733272300329884,REG23,,
12235,TRD2023031309244,JNE,45556,98362,2534902300122163,REG23,,
12316,TRD2023031310345,JNE,17148,98311,0733272300331005,REG23,,
12317,TRD2023031310355,JNE,17148,98362,0733272300331153,REG23,,
12337,TRD2023031310582,JNE,17148,98362,0733272300332573,REG23,,
12339,TRD2023031310588,JNE,17148,98314,0733272300331716,REG23,,
12346,TRD2023031310625,JNE,17148,98356,0733272300332060,REG23,,
12397,TRD2023031311789,JNE,17148,98314,0733272300334165,REG23,,
12465,TRD2023031405431,JNE,17148,98355,0733272300336442,REG23,,
12471,TRD2023031405453,JNE,17148,98353,0733272300336772,REG23,,
12495,TRD2023031405730,JNE,17148,98314,0733272300336897,REG23,,
12505,TRD2023031405840,JNE,11450,98314,0136932300208502,REG23,,
12626,TRD2023031512964,JNE,61253,60117,6833602300011023,REG23,,
12651,TRD2023031513339,JNE,17148,98363,0733272300341350,REG23,,
12667,TRD2023031513594,JNE,11450,98314,0136932300209922,REG23,,
12689,TRD2023031514047,JNE,17148,98373,0733272300342267,REG23,,
12719,TRD2023031605130,JNE,17148,98314,0733272300344206,REG23,,
12727,TRD2023031605250,JNE,17148,98314,0733272300344354,REG23,,
12737,TRD2023031605712,JNE,61253,60117,6833602300011551,REG23,,
12741,TRD2023031605729,JNE,17148,98352,0733272300344487,REG23,,
12764,TRD2023031605939,JNE,45556,98314,2534902300125224,REG23,,
12783,TRD2023031606210,JNE,11450,98311,0136932300211142,REG23,,
12785,TRD2023031606214,JNE,11450,98314,0136932300211118,REG23,,
12789,TRD2023031606231,JNE,11450,98311,0136932300211191,REG23,,
12792,TRD2023031606423,JNE,17148,98314,0733272300345468,REG23,,
12794,TRD2023031606431,JNE,17148,98314,0733272300345245,REG23,,
12797,TRD2023031606437,JNE,17148,98355,0733272300345401,REG23,,
12806,TRD2023031606483,JNE,17148,98314,0733272300345674,REG23,,
12807,TRD2023031606487,JNE,17148,98311,0733272300345666,REG23,,
12844,TRD2023031606868,JNE,61253,60264,6833602300011866,REG23,,
12853,TRD2023031606957,JNE,17148,98314,0733272300347530,REG23,,
12872,TRD2023031706049,JNE,17148,98314,0733272300348199,REG23,,
13536,TRD2022071904209,JNE,45556,98315,2534902200083655,REG23,,
13971,TRD2022102101452,JNE,16157,66229,0834012200039920,REG23,,
15159,TRD2022072800452,JNE,45556,98364,2534902200153136,REG23,,
15423,TRD2022080301228,JNE,45556,98357,2534902200193058,REG23,,
16399,TRD2022081802795,JNE,45556,98311,2534902200327169,REG23,,
16630,TRD2022082203225,JNE,11450,98311,0136932200116599,REG23,,
16792,TRD2022082401520,JNE,45556,98311,2534902200384012,REG23,,
16834,TRD2022082402466,JNE,11450,98364,0136932200138098,REG23,,
16916,TRD2022082502039,JNE,11450,98311,0136932200150895,REG23,,
16973,TRD2022082503092,JNE,45556,98311,2534902200400446,REG23,,
17253,TRD2022082702270,JNE,45556,98364,2534902200435467,REG23,,
17367,TRD2022082903558,JNE,45556,98311,2534902200446696,REG23,,
17762,TRD2022083102691,JNE,45556,98364,2534902200499687,REG23,,
18278,TRD2022090800548,JNE,17148,98364,0733272200158342,REG23,,
18563,TRD2022091203464,JNE,17148,98364,0733272200217387,REG23,,
19082,TRD2022091603371,JNE,17148,21272,0733272200307170,REG23,,
19678,TRD2022092401468,JNE,17148,98311,0733272200408432,REG23,,
19751,TRD2022092601734,JNE,17148,98357,0733272200425394,REG23,,
19760,TRD2022092601929,JNE,17148,98364,0733272200427390,REG23,,
19763,TRD2022092601998,JNE,17148,98311,0733272200428208,REG23,,
4,TRD2022092701910,JNE,45556,90234,2534902200697082,REG23,,
919,TRD2022100801721,JNE,17148,98364,0733272200648078,REG23,,
981,TRD2022101002125,JNE,17148,98364,0733272200660792,REG23,,
984,TRD2022101002191,JNE,17148,98357,0733272200661071,REG23,,
1037,TRD2022101003453,JNE,17148,98364,0733272200663978,REG23,,
1283,TRD2022101302298,JNE,45556,98364,2534902200808531,REG23,,
1441,TRD2022101703442,JNE,17148,98311,0733272200729241,REG23,,
1468,TRD2022101704181,JNE,17148,98311,0733272200730181,REG23,,
1564,TRD2022101803174,JNE,17148,98311,0733272200754652,REG23,,
1566,TRD2022101803201,JNE,17148,98364,0733272200755154,REG23,,
1758,TRD2022102102842,JNE,17148,98364,0733272200788148,REG23,,
1804,TRD2022102202204,JNE,17148,98364,0733272200795564,REG23,,
1807,TRD2022102202304,JNE,17148,98357,0733272200796497,REG23,,
1941,TRD2022102403482,JNE,17148,98357,0733272200808409,REG23,,
1959,TRD2022102404262,JNE,17148,98364,0733272200814894,REG23,,
2076,TRD2022102503151,JNE,17148,98364,0733272200826534,REG23,,
2211,TRD2022102701591,JNE,17148,98357,0733272200845732,REG23,,
2220,TRD2022102701854,JNE,17148,98357,0733272200848462,REG23,,
2346,TRD2022102804025,JNE,17148,98311,0733272200862455,REG23,,
2395,TRD2022102901866,JNE,17148,98364,0733272200865474,REG23,,
2442,TRD2022103102396,JNE,17148,98364,0733272200871134,REG23,,
2567,TRD2022103107462,JNE,17148,98364,0733272200889094,REG23,,
2570,TRD2022103107476,JNE,17148,98364,0733272200888294,REG23,,
2756,TRD2022110204029,JNE,17148,98364,0733272200910759,REG23,,
2897,TRD2022110501679,JNE,17148,98364,0733272200926110,REG23,,
2918,TRD2022110503402,JNE,17148,98364,0733272200928538,REG23,,
2920,TRD2022110503429,JNE,17148,98311,0733272200928785,REG23,,
2972,TRD2022110701811,JNE,17148,98364,0733272200933520,REG23,,
3064,TRD2022110705501,JNE,17148,98364,0733272200946035,REG23,,
3101,TRD2022110801495,JNE,17148,98364,0733272200950854,REG23,,
3312,TRD2022111002575,JNE,17148,98364,0733272200972916,REG23,,
3319,TRD2022111002801,JNE,17148,98364,0733272200974128,REG23,,
3359,TRD2022111102736,JNE,17148,98364,0733272200981545,REG23,,
3459,TRD2022111404515,JNE,45556,98364,2534902200945283,REG23,,
3534,TRD2022111502608,JNE,17148,98311,0733272201009106,REG23,,
3629,TRD2022111702432,JNE,17148,98357,0733272201024998,REG23,,
3676,TRD2022111802022,JNE,17148,98364,0733272201030995,REG23,,
3679,TRD2022111802048,JNE,17148,98357,0733272201031217,REG23,,
3697,TRD2022111901842,JNE,17148,98311,0733272201033965,REG23,,
3826,TRD2022112201297,JNE,11450,98364,0136932200410711,REG23,,
3854,TRD2022112202338,JNE,17148,98364,0733272201055075,REG23,,
3896,TRD2022112302459,JNE,17148,98364,0733272201063020,REG23,,
3933,TRD2022112402413,JNE,17148,98364,0733272201068318,REG23,,
3942,TRD2022112402949,JNE,17148,98364,0733272201069969,REG23,,
4109,TRD2022112805241,JNE,17148,98357,0733272201096186,REG23,,
4117,TRD2022112805596,JNE,17148,98311,0733272201099461,REG23,,
4118,TRD2022112805610,JNE,17148,98311,0733272201100467,REG23,,
4166,TRD2022112903253,JNE,17148,98311,0733272201106308,REG23,,
4208,TRD2022113002225,JNE,17148,98364,0733272201111225,REG23,,
4246,TRD2022120101979,JNE,17148,98311,0733272201116679,REG23,,
4255,TRD2022120102798,JNE,17148,98364,0733272201118527,REG23,,
4273,TRD2022120103040,JNE,17148,98311,0733272201120796,REG23,,
4434,TRD2022120502955,JNE,17148,98364,0733272201141248,REG23,,
4441,TRD2022120507252,JNE,17148,98311,0733272201143186,REG23,,
4445,TRD2022120507313,JNE,17148,98364,0733272201143749,REG23,,
4482,TRD2022120603628,JNE,17148,98311,0733272201149464,REG23,,
4600,TRD2022120802424,JNE,17148,98364,0733272201167995,REG23,,
4661,TRD2022120902961,JNE,17148,98357,0733272201175618,REG23,,
4665,TRD2022120903233,JNE,17148,98357,0733272201176996,REG23,,
4693,TRD2022121007306,JNE,17148,98364,0733272201181350,REG23,,
4775,TRD2022121205822,JNE,17148,98311,0733272201191433,REG23,,
4788,TRD2022121303066,JNE,17148,98364,0733272201193975,REG23,,
4790,TRD2022121303220,JNE,11450,98311,0136932200451590,REG23,,
4817,TRD2022121402048,JNE,17148,98311,0733272201197570,REG23,,
4825,TRD2022121402120,JNE,17148,98364,0733272201197885,REG23,,
4835,TRD2022121402278,JNE,11450,98311,0136932200454255,REG23,,
4839,TRD2022121402399,JNE,17148,98364,0733272201199501,REG23,,
4889,TRD2022121503474,JNE,17148,98364,0733272201203204,REG23,,
4921,TRD2022121602834,JNE,17148,98311,0733272201207403,REG23,,
4924,TRD2022121603063,JNE,17148,98311,0733272201207841,REG23,,
4959,TRD2022121605186,JNE,11450,98311,0136932200466333,REG23,,
4963,TRD2022121605220,JNE,11450,98357,0136932200466705,REG23,,
5041,TRD2022121905328,JNE,17148,98364,0733272201220323,REG23,,
5045,TRD2022121905415,JNE,17148,98364,0733272201221016,REG23,,
5053,TRD2022121905545,JNE,17148,98364,0733272201222410,REG23,,
5096,TRD2022121907453,JNE,45556,98364,2534902200970638,REG23,,
5097,TRD2022121907463,JNE,45556,98357,2534902200970737,REG23,,
5174,TRD2022122202493,JNE,17148,98311,0733272201225876,REG23,,
5269,TRD2022122304806,JNE,17148,98311,0733272201233896,REG23,,
5273,TRD2022122304867,JNE,17148,98364,0733272201234449,REG23,,
5291,TRD2022122403516,JNE,17148,98311,0733272201236840,REG23,,
5305,TRD2022122403899,JNE,17148,98364,0733272201237467,REG23,,
5307,TRD2022122403925,JNE,17148,98364,0733272201237541,REG23,,
5317,TRD2022122404650,JNE,17148,98364,0733272201238960,REG23,,
5355,TRD2022122604919,JNE,17148,98364,0733272201242749,REG23,,
5358,TRD2022122604938,JNE,17148,98364,0733272201242897,REG23,,
5382,TRD2022122605407,JNE,17148,98364,0733272201243689,REG23,,
5424,TRD2022122606459,JNE,45556,98311,2534902200983730,REG23,,
5437,TRD2022122606945,JNE,17148,98364,0733272201249603,REG23,,
5472,TRD2022122704288,JNE,17148,98364,0733272201252797,REG23,,
5481,TRD2022122705018,JNE,17148,98364,0733272201255071,REG23,,
5492,TRD2022122705166,JNE,17148,98357,0733272201256343,REG23,,
5501,TRD2022122705299,JNE,17148,98364,0733272201253431,REG23,,
5533,TRD2022122706616,JNE,17148,98311,0733272201258646,REG23,,
5569,TRD2022122804429,JNE,80117,86519,0532932200018605,REG23,,
5581,TRD2022122806592,JNE,17148,98364,0733272201262358,REG23,,
5589,TRD2022122806668,JNE,17148,98364,0733272201262812,REG23,,
5677,TRD2022122905701,JNE,11450,98364,0136932200490762,REG23,,
5679,TRD2022122905718,JNE,11450,98364,0136932200490895,REG23,,
5691,TRD2022122907729,JNE,17148,98311,0733272201275129,REG23,,
5745,TRD2022123008026,JNE,17148,98364,0733272201279535,REG23,,
5767,TRD2022123105706,JNE,17148,98364,0733272201284212,REG23,,
5789,TRD2022123106081,JNE,17148,98311,0733272201285888,REG23,,
5801,TRD2022123106452,JNE,17148,98311,0733272201288148,REG23,,
5813,TRD2022123106758,JNE,17148,98364,0733272201289427,REG23,,
5853,TRD2023010208191,JNE,17148,98357,0733272300000527,REG23,,
5870,TRD2023010208436,JNE,17148,98364,0733272300000964,REG23,,
5876,TRD2023010208480,JNE,17148,98311,0733272300001285,REG23,,
5879,TRD2023010208572,JNE,17148,98357,0733272300002291,REG23,,
5881,TRD2023010208577,JNE,17148,98311,0733272300002390,REG23,,
5903,TRD2023010210718,JNE,17148,98364,0733272300003679,REG23,,
5908,TRD2023010210791,JNE,17148,98364,0733272300004511,REG23,,
5910,TRD2023010210814,JNE,17148,98364,0733272300004750,REG23,,
5923,TRD2023010211994,JNE,17148,98364,0733272300006722,REG23,,
5991,TRD2023010307342,JNE,17148,98364,0733272300011219,REG23,,
5999,TRD2023010307580,JNE,17148,98357,0733272300012563,REG23,,
6001,TRD2023010307629,JNE,17148,98311,0733272300012985,REG23,,
6042,TRD2023010405555,JNE,45556,98364,2534902300004908,REG23,,
6068,TRD2023010409028,JNE,17148,98364,0733272300016630,REG23,,
6146,TRD2023010506398,JNE,17148,98364,0733272300025524,REG23,,
6185,TRD2023010511859,JNE,17148,98311,0733272300029062,REG23,,
6190,TRD2023010511944,JNE,17148,98364,0733272300029732,REG23,,
6253,TRD2023010604532,JNE,45556,98364,2534902300010442,REG23,,
6255,TRD2023010604540,JNE,45556,98364,2534902300010277,REG23,,
6344,TRD2023010706140,JNE,17148,98364,0733272300036679,REG23,,
6352,TRD2023010706205,JNE,17148,98364,0733272300037230,REG23,,
6433,TRD2023010909577,JNE,17148,98311,0733272300042206,REG23,,
6435,TRD2023010909587,JNE,17148,98364,0733272300043147,REG23,,
6460,TRD2023010910048,JNE,17148,98364,0733272300046371,REG23,,
6497,TRD2023010911792,JNE,45556,98364,2534902300016308,REG23,,
6499,TRD2023010911815,JNE,45556,98357,2534902300016720,REG23,,
6501,TRD2023010911820,JNE,45556,98364,2534902300016381,REG23,,
6594,TRD2023011105458,JNE,17148,98364,0733272300055059,REG23,,
6595,TRD2023011105473,JNE,17148,98311,0733272300055315,REG23,,
6680,TRD2023011204559,JNE,17148,98364,0733272300061560,REG23,,
6725,TRD2023011206527,JNE,45556,98311,2534902300021837,REG23,,
6726,TRD2023011206528,JNE,45556,98364,2534902300021811,REG23,,
6799,TRD2023011304525,JNE,17148,98364,0733272300071346,REG23,,
6853,TRD2023011404434,JNE,17148,98364,0733272300075099,REG23,,
6872,TRD2023011404807,JNE,17148,98311,0733272300077319,REG23,,
6940,TRD2023011606408,JNE,45556,98364,2534902300028121,REG23,,
6941,TRD2023011606413,JNE,45556,98311,2534902300028626,REG23,,
6968,TRD2023011607523,JNE,45556,98364,2534902300029301,REG23,,
6978,TRD2023011611348,JNE,11450,98311,0136932300032407,REG23,,
7034,TRD2023011703618,JNE,45556,98364,2534902300030986,REG23,,
7036,TRD2023011703640,JNE,45556,98364,2534902300031414,REG23,,
7076,TRD2023011704774,JNE,17148,98357,0733272300090635,REG23,,
7078,TRD2023011705765,JNE,17148,98357,0733272300090999,REG23,,
7094,TRD2023011803192,JNE,17148,98364,0733272300092516,REG23,,
7099,TRD2023011803255,JNE,17148,98364,0733272300092631,REG23,,
7198,TRD2023011904686,JNE,45556,98364,2534902300036207,REG23,,
7200,TRD2023011904701,JNE,45556,98311,2534902300036306,REG23,,
7268,TRD2023012004037,JNE,45556,98311,2534902300038005,REG23,,
7303,TRD2023012104548,JNE,45556,98311,2534902300039656,REG23,,
7313,TRD2023012104712,JNE,45556,98364,2534902300039862,REG23,,
7338,TRD2023012105117,JNE,45556,98311,2534902300040985,REG23,,
7340,TRD2023012105649,JNE,17148,98364,0733272300107397,REG23,,
7408,TRD2023012306053,JNE,45556,98364,2534902300041702,REG23,,
7410,TRD2023012306096,JNE,45556,98357,2534902300042601,REG23,,
