No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code
595,TRD2023020103172,0733272300146486,1,Pekayon Jaya,17148,Jaka Mulya,17146,CTC23
596,TRD2023020103484,0434532300035035,1,A M P L A S,20148,Kedai Durian,20355,CTC23
597,TRD2023020103495,0434532300035605,1,A M P L A S,20148,Medan Tenggara,20228,CTC23
598,TRD2023020103496,0434532300035423,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
599,TRD2023020103539,0930842300025186,1,Sukodadi,30154,Lebong Gajah,30163,CTC23
600,TRD2023020103785,0532932300032449,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
601,TRD2023020103816,0532932300031912,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
602,TRD2023020104116,0930842300025681,1,Sukodadi,30154,Keramasan,30259,CTC23
603,TRD2023020203694,0434532300036447,1,A M P L A S,20148,Bandar Selamat,20223,CTC23
604,TRD2023020203698,0434532300036298,1,A M P L A S,20148,Cinta Damai,20126,CTC23
605,TRD2023020203741,0434532300036496,1,A M P L A S,20148,Namo Tualang,20358,CTC23
606,TRD2023020203997,0434532300036934,1,A M P L A S,20148,Medan Tenggara,20228,CTC23
607,TRD2023020303663,0434532300037262,1,A M P L A S,20148,Cinta Damai (Dame),20371,CTC23
608,TRD2023020303677,0434532300037585,1,A M P L A S,20148,Medan Tenggara,20228,CTC23
609,TRD2023020303877,0434532300037882,1,A M P L A S,20148,Medan Tenggara,20228,CTC23
610,TRD2023020303889,0434532300037965,1,A M P L A S,20148,Babura,20112,CTC23
611,TRD2023020303988,0532932300033991,1,Kerobokan Kelod,80117,Panjer,80113,CTC23
612,TRD2023020303994,0532932300034064,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
613,TRD2023020304070,4727892300027533,1,Rintis,28155,Perhentianmarpoyan,28125,CTC23
614,TRD2023020402720,0434532300038120,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
615,TRD2023020402793,0434532300038872,1,A M P L A S,20148,Kedai Durian,20355,CTC23
616,TRD2023020402898,4727892300027863,1,Rintis,28155,Kulim,28286,CTC23
617,TRD2023020402930,4727892300028135,1,Rintis,28155,Delima,28291,CTC23
618,TRD2023020402969,0532932300034197,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
619,TRD2023020402982,0532932300034288,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
620,TRD2023020403012,0532932300034916,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
621,TRD2023020403051,0532932300035038,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
622,TRD2023020606005,0434532300040555,1,A M P L A S,20148,Cinta Damai (Dame),20371,CTC23
623,TRD2023020606015,0434532300039680,1,A M P L A S,20148,Cinta Damai (Dame),20371,CTC23
624,TRD2023020606078,0434532300039656,1,A M P L A S,20148,Kota Bangun,20243,CTC23
625,TRD2023020606079,0434532300039607,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
626,TRD2023020606082,0434532300040688,1,A M P L A S,20148,Babura,20112,CTC23
627,TRD2023020606089,0434532300040142,1,A M P L A S,20148,Namu Gajah,20136,CTC23
628,TRD2023020606092,0434532300039805,1,A M P L A S,20148,Tanjung Rejo,20154,CTC23
629,TRD2023020606122,0434532300040399,1,A M P L A S,20148,Glugur Kota,20115,CTC23
630,TRD2023020606228,0434532300041397,1,A M P L A S,20148,Anggrung,20152,CTC23
631,TRD2023020606230,0434532300041389,1,A M P L A S,20148,Kota Bangun,20243,CTC23
632,TRD2023020606525,4727892300030156,1,Rintis,28155,Delima,28291,CTC23
633,TRD2023020606769,0532932300035277,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
634,TRD2023020606817,0532932300036713,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
635,TRD2023020606915,0532932300036994,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
636,TRD2023020703867,0434532300041553,1,A M P L A S,20148,Tanjung Beringin,20357,CTC23
637,TRD2023020703885,0434532300041819,1,A M P L A S,20148,Hamdan,20151,CTC23
638,TRD2023020703913,0434532300041926,1,A M P L A S,20148,Marindal Dua,20361,CTC23
639,TRD2023020704200,0532932300037869,1,Kerobokan Kelod,80117,Dauh Puri Kangin,80112,CTC23
640,TRD2023020704227,0532932300037398,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
641,TRD2023020808518,0434532300042536,1,A M P L A S,20148,Cinta Damai (Dame),20371,CTC23
642,TRD2023020808528,0434532300043278,1,A M P L A S,20148,Cinta Damai (Dame),20371,CTC23
643,TRD2023020808547,0434532300042866,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
644,TRD2023020808565,0434532300043088,1,A M P L A S,20148,Kota Matsum II,20215,CTC23
645,TRD2023020808866,0532932300038305,1,Kerobokan Kelod,80117,Panjer,80113,CTC23
646,TRD2023020808886,0532932300038875,1,Kerobokan Kelod,80117,Tegal Harum,80361,CTC23
647,TRD2023020808900,0532932300038719,1,Kerobokan Kelod,80117,Panjer,80113,CTC23
648,TRD2023020810373,0733272300180048,1,Pekayon Jaya,17148,Jaka Mulya,17146,CTC23
649,TRD2023020903389,0434532300044474,1,A M P L A S,20148,Namo Tualang,20358,CTC23
650,TRD2023020903395,0434532300044524,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
651,TRD2023020903492,4727892300032962,1,Rintis,28155,Perhentianmarpoyan,28125,CTC23
652,TRD2023020903673,0532932300039220,1,Kerobokan Kelod,80117,Panjer,80113,CTC23
653,TRD2023020903686,0532932300039683,1,Kerobokan Kelod,80117,Panjer,80225,CTC23
654,TRD2023021003104,0434532300044961,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
655,TRD2023021003251,0532932300039998,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
656,TRD2023021003252,0532932300040095,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
657,TRD2023021103629,0532932300040590,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
658,TRD2023021305056,0434532300047246,1,A M P L A S,20148,Hamdan,20151,CTC23
659,TRD2023021305173,4727892300033903,1,Padang Terubuk,28155,Lembah Damai,28263,CTC23
660,TRD2023021305252,4727892300034729,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
661,TRD2023021306185,0532932300042414,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
662,TRD2023021307515,0733272300195376,1,Sumur Batu,17148,Jatibening,17412,CTC23
663,TRD2023021404442,0434532300047949,1,A M P L A S,20148,Gedung Johor,20144,CTC23
664,TRD2023021404477,0434532300047923,1,A M P L A S,20148,Tambunen,20357,CTC23
665,TRD2023021405314,4727892300035593,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
666,TRD2023021405324,4727892300035551,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
667,TRD2023021406795,0733272300203113,1,Sumur Batu,17148,Pantai Hurip,17610,CTC23
668,TRD2023021603359,0434532300049358,1,A M P L A S,20148,Glugur Kota,20115,CTC23
669,TRD2023021603785,0532932300044808,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
670,TRD2023021702840,0434532300049861,1,A M P L A S,20148,Padang Bulan Selayang II,20131,CTC23
671,TRD2023021703167,0532932300044931,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
672,TRD2023021703211,0532932300045300,1,Padangsambian Klod/Kelod,80117,Dangin Puri Kaja,80231,CTC23
673,TRD2023021703681,0532932300045854,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
674,TRD2023021802528,0532932300046654,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
675,TRD2023021802928,0136932300133742,1,Grogol,11450,Cibubur,13720,CTC23
676,TRD2023021802998,0136932300133510,1,Grogol,11450,Guntur,12980,CTC23
677,TRD2023022008660,0434532300051214,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
678,TRD2023022008670,0434532300050562,1,A M P L A S,20148,Cinta Damai,20126,CTC23
679,TRD2023022009258,4727892300038092,1,Padang Terubuk,28155,Sidomulyo Barat,28294,CTC23
680,TRD2023022103910,0434532300052113,1,A M P L A S,20148,Lau Mulgap,20356,CTC23
681,TRD2023022104093,4727892300038894,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
682,TRD2023022104123,4727892300038779,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
683,TRD2023022106366,0136932300147221,1,Grogol,11450,Cikini,10330,CTC23
684,TRD2023022204009,0434532300052329,1,A M P L A S,20148,Ladang Bambu,20138,CTC23
685,TRD2023022204196,0434532300052923,1,A M P L A S,20148,Kota Bangun,20243,CTC23
686,TRD2023022204503,0532932300048965,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
687,TRD2023022304881,0434532300053509,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
688,TRD2023022304890,0434532300053624,1,A M P L A S,20148,Cinta Damai,20126,CTC23
689,TRD2023022304925,0434532300053251,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
690,TRD2023022305144,4727892300040213,1,Padang Terubuk,28155,Sri Meranti,28261,CTC23
691,TRD2023022305192,4727892300040429,1,Padang Terubuk,28155,Maharatu,28125,CTC23
692,TRD2023022404590,0434532300053921,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
693,TRD2023022405246,0532932300050862,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
694,TRD2023022405601,0136932300160075,1,Grogol,11450,Kebayoran Lama Selatan,12240,CTC23
695,TRD2023022505196,4727892300041880,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
696,TRD2023022505203,4727892300041849,1,Padang Terubuk,28155,Maharatu,28125,CTC23
697,TRD2023022505218,0532932300051902,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
698,TRD2023022705524,0733272300250866,1,Sumur Batu,17148,Jatirangga,17434,CTC23
699,TRD2023022706670,0434532300055363,1,A M P L A S,20148,Cinta Damai,20126,CTC23
700,TRD2023022706715,0434532300056031,1,A M P L A S,20148,Cinta Damai,20126,CTC23
701,TRD2023022706739,0434532300056247,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
702,TRD2023022706884,4727892300042250,1,Padang Terubuk,28155,Kulim,28286,CTC23
703,TRD2023022707083,0532932300052348,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
704,TRD2023022707084,0532932300052611,1,Padangsambian Klod/Kelod,80117,Dangin Puri Kaja,80231,CTC23
705,TRD2023022708056,4727892300043365,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
706,TRD2023022710906,0136932300167435,1,Grogol,11450,Cipulir,12230,CTC23
707,TRD2023022710913,0136932300166551,1,Grogol,11450,Bukit Duri,12840,CTC23
708,TRD2023022711641,0733272300262275,1,Sumur Batu,17148,Jaka Mulya,17146,CTC23
709,TRD2023022804885,0434532300056908,1,A M P L A S,20148,Bandar Selamat,20223,CTC23
710,TRD2023022804904,0434532300056825,1,A M P L A S,20148,Gedung Johor,20144,CTC23
711,TRD2023022804990,0434532300057583,1,A M P L A S,20148,Kuta Mulyo,20358,CTC23
712,TRD2023022805275,0532932300054088,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
713,TRD2023022805917,0136932300173649,1,Grogol,11450,Bali Mester,13310,CTC23
714,TRD2023022805920,0136932300173664,1,Grogol,11450,Cikini,10330,CTC23
715,TRD2023030104620,0532932300055556,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
716,TRD2023030106198,0136932300177798,1,Grogol,11450,Cikini,10330,CTC23
717,TRD2023030204811,0434532300059258,1,A M P L A S,20148,Glugur Kota,20115,CTC23
718,TRD2023030204816,0434532300059308,1,A M P L A S,20148,Lau Mulgap,20356,CTC23
719,TRD2023030204820,0434532300059431,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
720,TRD2023030205209,0532932300056521,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
721,TRD2023030205326,0434532300059621,1,A M P L A S,20148,Bandar Selamat,20223,CTC23
722,TRD2023030205573,4727892300045774,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
723,TRD2023030205969,0532932300056729,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
724,TRD2023030208468,0136932300182871,1,Grogol,11450,Bendungan Hilir,10210,CTC23
725,TRD2023030208487,0136932300183093,1,Grogol,11450,Bangka,12730,CTC23
726,TRD2023030208536,0136932300183150,1,Grogol,11450,Guntur,12980,CTC23
727,TRD2023030305386,0434532300060058,1,A M P L A S,20148,Lau Mulgap,20356,CTC23
728,TRD2023030305416,0434532300060413,1,A M P L A S,20148,Bandar Selamat,20223,CTC23
729,TRD2023030305734,4727892300046152,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
730,TRD2023030305849,6833602300003418,1,Betro,61253,Banjarbendo,61225,CTC23
731,TRD2023030305913,0532932300057321,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
732,TRD2023030305914,0532932300057032,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
733,TRD2023030305917,0532932300057230,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
734,TRD2023030305918,0532932300057222,1,Padangsambian Klod/Kelod,80117,Dangin Puri Kaja,80231,CTC23
735,TRD2023030305923,0532932300057248,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
736,TRD2023030306090,0532932300057487,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
737,TRD2023030405029,0434532300061395,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
738,TRD2023030405031,0434532300061569,1,A M P L A S,20148,Kota Bangun,20243,CTC23
739,TRD2023030405657,0532932300059178,1,Padangsambian Klod/Kelod,80117,Dangin Puri Kaja,80231,CTC23
740,TRD2023030608250,0434532300062336,1,A M P L A S,20148,Petisah Tengah,20112,CTC23
741,TRD2023030608263,0434532300062294,1,A M P L A S,20148,Cinta Damai,20126,CTC23
742,TRD2023030608434,4727892300047739,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
743,TRD2023030608503,0434532300063425,1,A M P L A S,20148,Cinta Damai,20126,CTC23
744,TRD2023030608530,0434532300063631,1,A M P L A S,20148,Cinta Damai,20126,CTC23
745,TRD2023030608552,0434532300063367,1,A M P L A S,20148,Sidorame Barat II,20236,CTC23
746,TRD2023030608699,0532932300059400,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
747,TRD2023030608724,0532932300059632,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
748,TRD2023030609618,6833602300004960,1,Betro,61253,Kraton,61262,CTC23
749,TRD2023030609715,0532932300060234,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
750,TRD2023030705598,0434532300064134,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
751,TRD2023030705780,4727892300048943,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
752,TRD2023030706106,6833602300005876,1,Betro,61253,Kebonagung,61258,CTC23
753,TRD2023030706511,4727892300049511,1,Padang Terubuk,28155,Tuah Karya,28291,CTC23
754,TRD2023030706649,0532932300061661,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
755,TRD2023030706655,0532932300061786,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
756,TRD2023030805245,0434532300065305,1,A M P L A S,20148,Hamdan,20151,CTC23
757,TRD2023030805247,0434532300064811,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
758,TRD2023030805496,0532932300062040,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
759,TRD2023030805954,0532932300062917,1,Padangsambian Klod/Kelod,80117,Dangin Puri Kaja,80231,CTC23
760,TRD2023030907439,0434532300065982,1,A M P L A S,20148,Helvetia Timur,20124,CTC23
761,TRD2023030907700,0434532300066493,1,A M P L A S,20148,Jati,20152,CTC23
762,TRD2023030907750,0532932300063667,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
763,TRD2023030907752,0532932300063352,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
764,TRD2023031006285,3827652300000117,1,Kairagi Weru,95129,Bengkol,95251,CTC23
765,TRD2023031006296,3827652300000182,1,Kairagi Weru,95129,Tingkulu,95117,CTC23
766,TRD2023031006356,0434532300066964,1,A M P L A S,20148,Petisah Tengah,20112,CTC23
767,TRD2023031006392,0434532300067251,1,A M P L A S,20148,Lau Mulgap,20356,CTC23
768,TRD2023031006668,0532932300064103,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
769,TRD2023031006703,0532932300064640,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
770,TRD2023031006704,0532932300064681,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
771,TRD2023031006705,0532932300064558,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
772,TRD2023031006739,0532932300064830,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
773,TRD2023031105302,0434532300067582,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
774,TRD2023031105316,0434532300067590,1,A M P L A S,20148,Glugur Kota,20115,CTC23
775,TRD2023031105345,0434532300067772,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
776,TRD2023031105352,0434532300068192,1,A M P L A S,20148,Cinta Damai,20126,CTC23
777,TRD2023031309449,3827652300000588,1,Kairagi Weru,95129,Girian Atas,95544,CTC23
778,TRD2023031309462,3827652300000661,1,Kairagi Weru,95129,Batulubang,95552,CTC23
779,TRD2023031309482,3827652300000844,1,Kairagi Weru,95129,Tingkulu,95117,CTC23
780,TRD2023031309569,0434532300069299,1,A M P L A S,20148,Babura Sunggal,20121,CTC23
781,TRD2023031309623,0434532300069398,1,A M P L A S,20148,Cinta Damai,20126,CTC23
782,TRD2023031310055,0532932300065969,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
783,TRD2023031310173,6833602300009498,1,Betro,61253,Banjarbendo,61225,CTC23
784,TRD2023031310412,0532932300066587,1,Padangsambian Klod/Kelod,80117,Pemogan,80221,CTC23
785,TRD2023031310449,0532932300067072,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
786,TRD2023031405001,3827652300000984,1,Kairagi Weru,95129,Manembo Nembo Tengah,95545,CTC23
787,TRD2023031405006,3827652300001024,1,Kairagi Weru,95129,Apela Satu (I),95537,CTC23
788,TRD2023031405029,3827652300000943,1,Kairagi Weru,95129,Tingkulu,95117,CTC23
789,TRD2023031512002,0434532300070503,1,A M P L A S,20148,Cinta Damai,20126,CTC23
790,TRD2023031512028,0434532300070586,1,A M P L A S,20148,Jati,20152,CTC23
791,TRD2023031512038,0434532300070941,1,A M P L A S,20148,Labuhan Deli,20254,CTC23
792,TRD2023031512039,0434532300070933,1,A M P L A S,20148,Kota Bangun,20243,CTC23
793,TRD2023031512829,1629212300000346,1,Sei/Sungai Jawi Luar,78113,Limbung,78391,CTC23
794,TRD2023031512835,1629212300000551,1,Sei/Sungai Jawi Luar,78113,Banjar Serasan,78233,CTC23
795,TRD2023031512844,1629212300000494,1,Sei/Sungai Jawi Luar,78113,Pal Lima,78114,CTC23
796,TRD2023031512858,1629212300000502,1,Sei/Sungai Jawi Luar,78113,Pal Lima,78114,CTC23
797,TRD2023031512885,1629212300000627,1,Sei/Sungai Jawi Luar,78113,Pal Lima,78114,CTC23
798,TRD2023031512898,0733272300340410,1,Sumur Batu,17148,Harapan Baru,17123,CTC23
799,TRD2023031513063,0434532300071121,1,A M P L A S,20148,Kota Bangun,20243,CTC23
800,TRD2023031605647,3827652300001552,1,Kairagi Weru,95129,Kleak,95115,CTC23
801,TRD2023031605664,3827652300001818,1,Kairagi Weru,95129,Tingkulu,95117,CTC23
802,TRD2023031605689,0434532300071261,1,A M P L A S,20148,Tambunen,20357,CTC23
803,TRD2023031605987,0434532300071774,1,A M P L A S,20148,Gedung Johor,20144,CTC23
804,TRD2023031606122,0532932300069250,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
805,TRD2023031606129,0532932300069169,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
806,TRD2023031606141,0532932300069508,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
807,TRD2023031606555,1629212300001112,1,Sei/Sungai Jawi Luar,78113,Rasau Jaya I (Satu),78381,CTC23
808,TRD2023031606888,0532932300069763,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
809,TRD2023031706312,0532932300070209,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
810,TRD2023031706320,0532932300070225,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
811,TRD2023032006725,0532932300071991,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
812,TRD2023032006743,0532932300071926,1,Padangsambian Klod/Kelod,80117,Dangin Puri Kaja,80231,CTC23
813,TRD2023032406165,0532932300073245,1,Padangsambian Klod/Kelod,80117,Tuban,80361,CTC23
814,TRD2023032506025,0532932300073328,1,Padangsambian Klod/Kelod,80117,Panjer,80225,CTC23
815,TRD2023040308008,2534902300136270,1,Bunigeulis,45556,Padamenak,45554,CTC23
816,TRD2023040310453,0136932300236370,1,Tomang,11440,Jatipulo,11430,CTC23
817,TRD2023021404510,0930842300034212,1,Alang-Alang Lebar,30154,Talang Kelapa,30151,CTC23
818,TRD2023021702972,0930842300035862,1,Alang-Alang Lebar,30154,Talang Kelapa,30151,CTC23
819,TRD2023022009077,0930842300037322,1,Alang-Alang Lebar,30154,Talang Kelapa,30151,CTC23
820,TRD2023022204273,0930842300038676,1,Alang-Alang Lebar,30154,27 Ilir,30141,CTC23
821,TRD2023030204672,1028662300015149,1,Bonto Makkio,90222,Parang Tambung,90224,CTC23
822,TRD2023030204680,1028662300015321,1,Bonto Makkio,90222,Parang Tambung,90224,CTC23
823,TRD2023030305249,1028662300015925,1,Bonto Makkio,90222,Butung,90173,CTC23
824,TRD2023030405129,0639232300017355,1,Ngemplak Simongan,50148,Bandarharjo,50175,CTC23
825,TRD2023030405579,0930842300045036,1,Alang-Alang Lebar,30154,26 Ilir,30136,CTC23
826,TRD2023030608200,0213382300068538,1,Sukapura,40285,Babakan Asih,40232,CTC23
827,TRD2023030608205,0213382300068694,1,Sukapura,40285,Geger Kalong,40153,CTC23
828,TRD2023030608357,0930842300045143,1,Alang-Alang Lebar,30154,Karya Jaya,30259,CTC23
829,TRD2023030705542,1028662300017541,1,Bonto Makkio,90222,Parang Tambung,90224,CTC23
830,TRD2023030705973,0639232300019179,1,Ngemplak Simongan,50148,Bulusan,50277,CTC23
831,TRD2023030805145,0213382300069858,1,Sukapura,40285,Babakan Asih,40232,CTC23
832,TRD2023030805174,1028662300018333,1,Bonto Makkio,90222,Pampang,90231,CTC23
833,TRD2023030905463,0213382300070385,1,Sukapura,40285,Sukabungah,40162,CTC23
834,TRD2023030907300,1028662300018853,1,Bonto Makkio,90222,Bara-Baraya Timur,90143,CTC23
835,TRD2023031107013,0213382300072860,1,Sukapura,40285,Pasirluyu,40254,CTC23
836,TRD2023031309385,0213382300074403,1,Sukapura,40285,Bojongsari,40288,CTC23
837,TRD2023031309421,1028662300020800,1,Bonto Makkio,90222,Pampang,90231,CTC23
838,TRD2023031309422,1028662300020883,1,Bonto Makkio,90222,Bara-Baraya Timur,90143,CTC23
839,TRD2023031309429,1028662300020958,1,Bonto Makkio,90222,Bara-Baraya Timur,90143,CTC23
840,TRD2023031309662,0930842300049566,1,Alang-Alang Lebar,30154,26 Ilir,30136,CTC23
841,TRD2023031309897,0639232300022850,1,Ngemplak Simongan,50148,Candi,50257,CTC23
842,TRD2023031309901,0639232300022694,1,Ngemplak Simongan,50148,Bandarharjo,50175,CTC23
843,TRD2023031404989,1028662300021923,1,Bonto Makkio,90222,Bara-Baraya Timur,90143,CTC23
844,TRD2023031405236,0639232300023619,1,Ngemplak Simongan,50148,Bandarharjo,50175,CTC23
845,TRD2023031605552,0213382300077323,1,Sukapura,40285,Cibadak,40241,CTC23
846,TRD2023031605553,0213382300077331,1,Sukapura,40285,Babakan Asih,40232,CTC23
847,TRD2023031605623,1028662300023374,1,Bonto Makkio,90222,Pampang,90231,CTC23
848,TRD2022081501144,0136932200072198,1,Grogol,11450,Cempaka Putih Barat,10520,CTC23
849,TRD2022081701094,0136932200081447,1,Grogol,11450,Kapuk,14470,CTC23
850,TRD2022081701118,0136932200081637,1,Grogol,11450,Ulujami,12230,CTC23
851,TRD2022082202439,0136932200109719,1,Grogol,11450,Cengkareng Barat,11830,CTC23
852,TRD2022082303175,0136932200124494,1,Grogol,11450,Ulujami,12230,CTC23
853,TRD2022082501343,0136932200144492,1,Grogol,11450,Bintaro,12330,CTC23
854,TRD2022082603065,0136932200164995,1,Grogol,11450,Gunung Sahari Utara,10720,CTC23
855,TRD2022082603127,0136932200164425,1,Grogol,11450,Bintaro,12330,CTC23
856,TRD2022090802542,0733272200166964,1,Pekayon Jaya,17148,Bojong Menteng,17117,CTC23
857,TRD2022090902082,0733272200175247,1,Pekayon Jaya,17148,Harapanmulya,17143,CTC23
858,TRD2022091001391,0733272200189784,1,Pekayon Jaya,17148,Bojong Menteng,17117,CTC23
859,TRD2022091501577,0733272200280823,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
860,TRD2022092302164,0733272200399086,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
861,TRD2022092400261,0733272200405149,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
862,TRD2022092602948,0733272200434073,1,Pekayon Jaya,17148,Bojong Menteng,17117,CTC23
863,TRD2022092603029,0733272200434784,1,Pekayon Jaya,17148,Bojong Menteng,17117,CTC23
864,TRD2022092700789,0733272200463932,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
865,TRD2022092802726,0733272200496684,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
866,TRD2022092803290,0733272200504271,1,Pekayon Jaya,17148,Harapanmulya,17143,CTC23
867,TRD2022092902011,0733272200511128,1,Pekayon Jaya,17148,Harapanmulya,17143,CTC23
868,TRD2022100101476,0733272200549938,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
869,TRD2022100400702,0733272200576709,1,Pekayon Jaya,17148,Bojong Menteng,17117,CTC23
870,TRD2022101502559,0137382200069084,1,Grogol,11450,Ceger,13820,CTC23
871,TRD2022101703345,0733272200727914,1,Pekayon Jaya,17148,Jaka Setia,17147,CTC23
872,TRD2022102200669,0733272200791027,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
873,TRD2022102200691,0733272200791332,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
874,TRD2022102501333,0733272200820628,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
875,TRD2022110703307,0733272200938933,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
876,TRD2022111902806,0733272201036323,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
877,TRD2022112101976,0930842200003549,1,Sukodadi,30154,36 Ilir,30147,CTC23
878,TRD2022112105126,0136932200409564,1,Tomang,11440,Kapuk,14470,CTC23
879,TRD2022112201054,0434532200010476,1,A M P L A S,20148,Deli Tua,20144,CTC23
880,TRD2022112201773,0434532200010922,1,Timbang Deli,20148,Deli Tua,20144,CTC23
881,TRD2022112201779,0434532200010989,1,Timbang Deli,20148,Gaharu,20235,CTC23
882,TRD2022112301723,4727892200003592,1,Rintis,28155,Kampung Bandar,28153,CTC23
883,TRD2022112401939,0434532200012159,1,Timbang Deli,20148,Gaharu,20235,CTC23
884,TRD2022112601282,0434532200013728,1,Timbang Deli,20148,Belawan Bahari,20414,CTC23
885,TRD2022112601326,0434532200014130,1,Timbang Deli,20148,Deli Tua,20144,CTC23
